IC_Spawn,from_state,to_state,singlet_1,singlet_2,singlet_3
0282_6,2,1,-154.65806636,-154.65061005,-154.47580801
0283_2,2,1,-154.64330087,-154.63509182,-154.48457521
0283_3,2,1,-154.64058461,-154.633657,-154.48297769
0283_4,2,1,-154.62736758,-154.62472343,-154.44740152
0284_2,2,3,-154.89905393,-154.62873791,-154.624898
0284_3,3,2,-154.7632984,-154.63341641,-154.63310043
0284_4,3,2,-154.73732295,-154.62971202,-154.62776678
0284_5,2,1,-154.63170955,-154.63126122,-154.46419287
0284_6,2,1,-154.6690257,-154.66893055,-154.46892098
0284_7,2,1,-154.66418521,-154.65527906,-154.4871012
0284_8,2,1,-154.68825265,-154.68227674,-154.50676605
0284_9,2,1,-154.66311752,-154.66160475,-154.49947058
0285_10,2,1,-154.64363096,-154.63203606,-154.48731113
0285_11,2,1,-154.61249799,-154.60125303,-154.45540641
0285_12,2,3,-154.72101971,-154.61625074,-154.60861734
0285_13,2,1,-154.62225172,-154.62012674,-154.46797452
0285_14,2,1,-154.63008281,-154.62755497,-154.41988989
0285_2,2,3,-154.88079667,-154.61752724,-154.61189013
0285_3,3,2,-154.83772645,-154.60965109,-154.60521742
0285_4,3,2,-154.783712,-154.64640198,-154.63649172
0285_5,2,1,-154.62551176,-154.62242209,-154.46426237
0285_6,2,1,-154.62313643,-154.61671363,-154.44701871
0285_7,2,1,-154.66289309,-154.65669591,-154.47338129
0285_8,2,1,-154.66286029,-154.6532683,-154.46055884
0285_9,2,1,-154.65925474,-154.6524453,-154.48589957
0288_10,2,1,-154.66857066,-154.65984751,-154.44356382
0288_11,2,1,-154.68237946,-154.6781626,-154.50862061
0288_12,2,1,-154.64862074,-154.64401016,-154.45228902
0288_2,2,3,-154.89272363,-154.62506738,-154.62290668
0288_3,3,2,-154.87444921,-154.61607909,-154.61002423
0288_4,2,1,-154.70300852,-154.70112537,-154.51486034
0288_5,3,2,-154.77349734,-154.66603894,-154.663324
0288_6,2,1,-154.6671311,-154.66479213,-154.49608879
0288_7,3,2,-154.75898847,-154.63929213,-154.63375174
0288_8,3,2,-154.79436228,-154.65509195,-154.65072575
0288_9,3,2,-154.75745561,-154.63800461,-154.6349366
0294_2,2,3,-154.74032974,-154.60669879,-154.57958721
0294_3,3,2,-154.78007122,-154.64341567,-154.64000281
0294_4,3,2,-154.71778553,-154.6104242,-154.60804824
0294_5,2,1,-154.67238252,-154.67172056,-154.50724357
0294_6,2,1,-154.66186758,-154.64765533,-154.46849127
0294_7,2,1,-154.6361996,-154.62981413,-154.45755795
0294_8,2,1,-154.67254173,-154.66891512,-154.48152947
0299_10,2,1,-154.68513881,-154.68381727,-154.62615966
0299_11,2,1,-154.63478441,-154.62827376,-154.48318326
0299_12,3,2,-154.74419493,-154.63718737,-154.63339912
0299_13,2,1,-154.65746423,-154.64513523,-154.48507418
0299_14,2,1,-154.69079517,-154.68591021,-154.59687115
0299_15,2,1,-154.64908127,-154.64160866,-154.40562207
0299_16,2,1,-154.61756562,-154.61432934,-154.4573191
0299_17,2,1,-154.66430716,-154.65662605,-154.47784506
0299_2,2,3,-154.8723667,-154.595268,-154.59324401
0299_3,3,2,-154.86916868,-154.60865914,-154.60238907
0299_4,2,1,-154.6694193,-154.66799232,-154.49439845
0299_5,3,2,-154.75011502,-154.62352063,-154.62017999
0299_6,3,2,-154.71431477,-154.60556679,-154.59713176
0299_7,3,2,-154.74993169,-154.62437429,-154.62056993
0299_8,3,2,-154.73391611,-154.60718427,-154.60168813
0299_9,2,1,-154.64986897,-154.63965953,-154.50691756
0300_2,2,1,-154.65097488,-154.64354021,-154.45299126
0300_3,2,1,-154.62381702,-154.61831005,-154.44492247
0300_4,2,1,-154.64133352,-154.63499881,-154.46608865
0300_5,2,1,-154.60516903,-154.60090497,-154.43863291
0301_10,2,1,-154.6579321,-154.6555444,-154.45994712
0301_2,2,3,-154.8691855,-154.58689558,-154.58427879
0301_3,3,2,-154.89961208,-154.62331258,-154.62097892
0301_4,3,2,-154.86598657,-154.59369949,-154.59076114
0301_5,2,1,-154.65441202,-154.64272582,-154.48455696
0301_6,2,1,-154.67329909,-154.66907444,-154.48255171
0301_7,2,1,-154.66509159,-154.66023061,-154.47834309
0301_8,2,1,-154.66636931,-154.66374873,-154.50965234
0301_9,2,1,-154.66754351,-154.65503151,-154.45238076
0302_2,2,3,-154.87818741,-154.61969524,-154.6122103
0302_3,3,2,-154.7677825,-154.64319989,-154.63826672
0302_4,3,2,-154.85369627,-154.61053203,-154.61041245
0302_5,2,1,-154.64419076,-154.63962751,-154.4340455
0302_6,2,1,-154.67723157,-154.67637173,-154.48223664
0302_7,2,1,-154.65689365,-154.65323928,-154.47525086
0303_10,2,1,-154.65060127,-154.64098076,-154.51245206
0303_11,2,1,-154.65548718,-154.65242884,-154.4570497
0303_2,2,1,-154.68521923,-154.67874928,-154.49569643
0303_3,2,3,-154.75731683,-154.62130614,-154.61994224
0303_4,3,2,-154.71454613,-154.6272988,-154.62368989
0303_5,3,2,-154.75470423,-154.64584951,-154.64397624
0303_6,2,3,-154.73930767,-154.61660458,-154.61290255
0303_7,3,2,-154.73246335,-154.61143749,-154.60958768
0303_8,2,1,-154.65989373,-154.65943067,-154.5212948
0303_9,3,2,-154.76002143,-154.63691963,-154.6342457
0304_10,2,1,-154.66024415,-154.65399471,-154.48076308
0304_11,2,1,-154.66268712,-154.6575268,-154.50910335
0304_12,2,3,-154.76269131,-154.64714382,-154.63949577
0304_2,2,3,-154.8854636,-154.6189393,-154.61572093
0304_3,3,2,-154.76709504,-154.62713967,-154.62549751
0304_4,3,2,-154.76490957,-154.64430955,-154.64034448
0304_5,3,2,-154.75600755,-154.63663261,-154.62863166
0304_6,2,1,-154.69216303,-154.68918985,-154.50026418
0304_7,2,1,-154.62716835,-154.6222822,-154.49950328
0304_8,2,1,-154.64349437,-154.63651924,-154.46421336
0304_9,2,1,-154.65540674,-154.64453979,-154.50756304
0306_2,2,1,-154.65805499,-154.65644535,-154.45547684
0307_2,2,1,-154.62450455,-154.62195822,-154.44742575
0310_10,2,1,-154.65129,-154.6493758,-154.47850141
0310_11,2,1,-154.67825314,-154.67062243,-154.49722881
0310_12,2,1,-154.67745846,-154.67014087,-154.48217896
0310_13,2,1,-154.67028092,-154.66580895,-154.50170914
0310_2,2,3,-154.88898447,-154.61921679,-154.61508118
0310_3,3,2,-154.78180438,-154.65158949,-154.64821813
0310_4,2,3,-154.78944742,-154.65388546,-154.62758453
0310_5,3,2,-154.78762632,-154.65176786,-154.64123474
0310_6,3,2,-154.76796655,-154.63844401,-154.63703121
0310_7,3,2,-154.75978667,-154.63171406,-154.62757606
0310_8,2,1,-154.64619303,-154.64182111,-154.43536107
0310_9,2,1,-154.67871986,-154.66182954,-154.47805188
0312_2,2,1,-154.63745397,-154.63687138,-154.46111719
0312_3,2,1,-154.63401518,-154.63238882,-154.46734397
0313_2,2,1,-154.65736494,-154.65269666,-154.48838762
0313_3,2,1,-154.66068919,-154.65994537,-154.48333733
0313_4,2,1,-154.66249618,-154.66179697,-154.48956092
0314_10,2,1,-154.66189335,-154.65846441,-154.47640872
0314_2,2,3,-154.88820265,-154.62320003,-154.61850708
0314_3,3,2,-154.75526716,-154.63543998,-154.6326985
0314_4,3,2,-154.77571174,-154.64729845,-154.64222237
0314_5,2,1,-154.65137763,-154.64731878,-154.46502174
0314_6,2,1,-154.65110978,-154.65055641,-154.45077915
0314_7,3,2,-154.75830213,-154.64980635,-154.64643297
0314_8,3,2,-154.74017253,-154.63650247,-154.63271334
0314_9,2,1,-154.64618073,-154.63680941,-154.52631442
0315_2,2,1,-154.64503457,-154.63610196,-154.49063309
0315_3,2,1,-154.67126874,-154.66512035,-154.4698713
0315_4,2,1,-154.65607303,-154.65129114,-154.510772
0315_5,2,1,-154.66313551,-154.65728416,-154.49225342
0316_2,2,1,-154.66549951,-154.65894026,-154.46260327
0316_3,2,1,-154.66020586,-154.65266002,-154.44378577
0316_4,2,1,-154.63906572,-154.62840047,-154.48546827
0316_5,2,1,-154.6345463,-154.63386989,-154.45949289
0317_2,2,1,-154.68718544,-154.68338804,-154.62958101
0317_3,2,1,-154.61908002,-154.61824409,-154.57485055
0317_4,2,1,-154.66622262,-154.66581949,-154.62133283
0317_5,2,1,-154.61775256,-154.61762365,-154.57736965
0317_6,2,1,-154.68089879,-154.6799918,-154.63626857
0319_2,2,1,-154.65628875,-154.64926594,-154.45268917
0319_3,2,1,-154.681802,-154.67218885,-154.49231014
0319_4,2,1,-154.65983512,-154.6551488,-154.47388567
0319_5,2,1,-154.61831302,-154.61236732,-154.43108011
0319_6,2,1,-154.62813957,-154.62744215,-154.46777666
0320_10,3,2,-154.78499038,-154.65519849,-154.65095791
0320_11,2,1,-154.65374355,-154.64732712,-154.43125735
0320_12,2,1,-154.67161981,-154.67058241,-154.50156777
0320_13,2,1,-154.63543944,-154.6328832,-154.44461802
0320_14,2,1,-154.61308777,-154.6070468,-154.45783398
0320_2,2,3,-154.88683846,-154.6167231,-154.61237134
0320_3,3,2,-154.79153721,-154.65761088,-154.65577038
0320_4,2,1,-154.63254625,-154.62944509,-154.44420585
0320_5,3,2,-154.74129281,-154.63329971,-154.63146576
0320_6,2,1,-154.68257512,-154.67909174,-154.47743688
0320_7,3,2,-154.78115503,-154.61835972,-154.61100551
0320_8,2,1,-154.66265015,-154.65496123,-154.51239967
0320_9,3,2,-154.75539635,-154.62723972,-154.62210181
0328_10,2,1,-154.70334321,-154.69931858,-154.53508924
0328_11,2,1,-154.64627419,-154.64194752,-154.44019044
0328_12,2,1,-154.64056606,-154.63492138,-154.48210415
0328_2,2,3,-154.90774418,-154.63318793,-154.63265256
0328_3,3,2,-154.85944837,-154.64222687,-154.63414889
0328_4,3,2,-154.75766249,-154.63199633,-154.62245488
0328_5,2,1,-154.68857783,-154.68821465,-154.48899655
0328_6,3,2,-154.75626449,-154.6278235,-154.62306033
0328_7,2,1,-154.648742,-154.64704011,-154.51102209
0328_8,3,2,-154.7701532,-154.64996548,-154.64655551
0328_9,2,1,-154.6934155,-154.68584043,-154.50627319
0329_2,2,1,-154.65972435,-154.65848406,-154.47786937
0331_2,2,1,-154.5849084,-154.58403043,-154.42587827
0332_2,2,1,-154.63311673,-154.63045094,-154.47521101
0332_3,2,1,-154.60276022,-154.60242646,-154.45201137
0332_4,2,1,-154.60632152,-154.6055392,-154.44320807
0333_2,2,1,-154.64255874,-154.63711714,-154.48628892
0333_3,2,1,-154.63776236,-154.63529039,-154.46257058
0334_2,2,3,-154.86091571,-154.59324621,-154.58745701
0334_3,2,1,-154.63958373,-154.63071746,-154.47609159
0334_4,3,2,-154.83577188,-154.6283038,-154.62716641
0334_5,2,1,-154.68722682,-154.6845556,-154.49648368
0334_6,2,1,-154.61677109,-154.6107784,-154.43845038
0334_7,2,1,-154.64559524,-154.64477529,-154.48493887
0335_2,2,3,-154.90300455,-154.62828509,-154.62278674
0335_3,3,2,-154.83025439,-154.6064411,-154.60515658
0335_4,2,1,-154.62913426,-154.62786997,-154.45262721
0335_5,2,1,-154.64106955,-154.6373666,-154.49948127
0335_6,2,1,-154.65027929,-154.64337103,-154.461128
0337_2,2,1,-154.69513256,-154.69274349,-154.48647862
0337_3,2,1,-154.69052787,-154.68909248,-154.48473321
0339_2,2,3,-154.88027864,-154.61644772,-154.61295948
0339_3,2,1,-154.69396691,-154.6876556,-154.50813306
0339_4,2,1,-154.66440371,-154.66383072,-154.48580469
0340_2,2,1,-154.67569949,-154.66996079,-154.50282538
0340_3,2,1,-154.65273021,-154.6498036,-154.47988542
0341_2,2,1,-154.65272393,-154.65032822,-154.46163974
0342_10,2,1,-154.67215334,-154.66281366,-154.49294941
0342_11,2,1,-154.61811866,-154.61492856,-154.49229024
0342_12,3,2,-154.75716818,-154.61771513,-154.61291065
0342_13,2,1,-154.62304549,-154.62230957,-154.46850376
0342_14,3,2,-154.76800477,-154.61969563,-154.61360849
0342_15,1,2,-153.80131754,-153.79068739,-153.67528427
0342_16,3,2,-154.73560188,-154.62661821,-154.62104665
0342_17,2,1,-154.66780123,-154.66434087,-154.48898576
0342_2,2,3,-154.71982764,-154.59677705,-154.5912227
0342_3,3,2,-154.743878,-154.61723026,-154.61280706
0342_4,3,2,-154.7350693,-154.62539563,-154.61426931
0342_5,3,2,-154.77322998,-154.62588113,-154.61971914
0342_6,3,2,-154.79523907,-154.61224661,-154.60408853
0342_7,2,1,-154.64722945,-154.64149362,-154.46249928
0342_8,2,1,-154.65783171,-154.65429672,-154.49563232
0342_9,2,1,-154.66280908,-154.65783927,-154.4902967
0343_10,2,1,-154.6251514,-154.62398137,-154.41684184
0343_11,2,1,-154.6437509,-154.63989604,-154.45678221
0343_12,2,1,-154.64514836,-154.63793978,-154.45829078
0343_13,2,1,-154.66860504,-154.65892771,-154.47913936
0343_14,2,1,-154.64163366,-154.63460033,-154.48959653
0343_2,2,3,-154.88821898,-154.6119828,-154.60763715
0343_3,3,2,-154.74215257,-154.61674879,-154.61531356
0343_4,3,2,-154.75564151,-154.62502815,-154.62064569
0343_5,3,2,-154.74390152,-154.6263724,-154.62460611
0343_6,3,2,-154.74419151,-154.6247793,-154.62038609
0343_7,2,1,-154.67947326,-154.6741407,-154.46395758
0343_8,3,2,-154.75146096,-154.62423605,-154.62106681
0343_9,2,1,-154.64723261,-154.64652246,-154.48412212
0344_2,2,3,-154.89571721,-154.62289212,-154.61781826
0344_3,3,2,-154.7798052,-154.65213948,-154.64827972
0344_4,3,2,-154.76332853,-154.65102248,-154.64934196
0344_5,2,1,-154.64871855,-154.6421113,-154.46646952
0344_6,2,1,-154.68265174,-154.6815799,-154.49882429
0344_7,2,1,-154.67219601,-154.66528937,-154.49126672
0345_10,2,1,-154.6662197,-154.66487484,-154.46509832
0345_11,2,1,-154.66460584,-154.65677748,-154.45900287
0345_12,2,1,-154.65709529,-154.64748312,-154.4935969
0345_13,2,1,-154.65944891,-154.64976212,-154.47361498
0345_14,2,1,-154.67978203,-154.67749957,-154.51071749
0345_15,2,1,-154.64348916,-154.63262144,-154.46796243
0345_2,2,3,-154.87894949,-154.60637042,-154.6019807
0345_3,3,2,-154.83507275,-154.57257398,-154.57037107
0345_4,3,2,-154.86949437,-154.60512532,-154.6047254
0345_5,2,3,-154.85852183,-154.59375632,-154.58916951
0345_6,3,2,-154.75160443,-154.64522037,-154.64062385
0345_7,2,1,-154.66151937,-154.66001629,-154.50157767
0345_8,3,2,-154.76389155,-154.64307836,-154.63783479
0345_9,3,2,-154.70941673,-154.60380319,-154.60200445
0348_10,2,1,-154.59431767,-154.59068969,-154.44767869
0348_11,3,2,-154.69549933,-154.59011185,-154.58497246
0348_2,2,3,-154.89898009,-154.62793329,-154.62499551
0348_3,3,2,-154.87380736,-154.61952199,-154.6145051
0348_4,2,3,-154.73211057,-154.62162461,-154.60875964
0348_5,3,2,-154.77972749,-154.63556079,-154.63237947
0348_6,3,2,-154.76601426,-154.63467637,-154.63077568
0348_7,2,1,-154.63798588,-154.63308689,-154.47272338
0348_8,2,1,-154.63077159,-154.62999782,-154.4387257
0348_9,2,1,-154.62015995,-154.61464311,-154.48518672
0350_2,2,1,-154.65355995,-154.65261458,-154.47930193
0350_3,2,1,-154.65692618,-154.65390329,-154.47610109
0354_2,2,3,-154.75824675,-154.61552004,-154.58831814
0354_3,2,1,-154.60522265,-154.5918227,-154.4606379
0354_4,2,1,-154.60936815,-154.60534847,-154.50725542
0354_5,2,1,-154.65869347,-154.65721179,-154.54285722
