IC_Spawn,from_state,to_state,singlet_1,singlet_2,singlet_3
0130_7,2,1,-154.63685732,-154.6289588,-154.56457964
0132_10,2,1,-154.68463976,-154.67633156,-154.50912158
0132_2,2,3,-154.89832146,-154.63029165,-154.62933873
0132_3,3,2,-154.86638513,-154.62860983,-154.62713009
0132_4,2,1,-154.68375128,-154.679935,-154.49069222
0132_5,3,2,-154.76398141,-154.6424266,-154.63956092
0132_6,3,2,-154.76716923,-154.65058555,-154.64774425
0132_7,2,1,-154.67143634,-154.66163703,-154.48619911
0132_8,2,1,-154.65088983,-154.64565993,-154.49021973
0132_9,2,1,-154.65128614,-154.64703048,-154.49309618
0133_10,3,2,-154.72976607,-154.6086388,-154.60730039
0133_11,2,3,-154.74016188,-154.63776372,-154.63344426
0133_12,2,3,-154.72724067,-154.59237966,-154.57145005
0133_13,2,1,-154.64250407,-154.63998908,-154.50875628
0133_14,2,1,-154.65283885,-154.65216709,-154.47736899
0133_15,2,1,-154.61832451,-154.6089212,-154.42713573
0133_16,2,1,-154.61182563,-154.60598752,-154.47954751
0133_17,2,1,-154.6745926,-154.66786962,-154.49315089
0133_18,2,1,-154.63957591,-154.636763,-154.4603245
0133_2,2,3,-154.88702965,-154.62364663,-154.6220593
0133_3,3,2,-154.78989095,-154.59671791,-154.59100033
0133_4,3,2,-154.78113801,-154.61186806,-154.60829677
0133_5,3,2,-154.7305172,-154.5990742,-154.59223876
0133_6,2,3,-154.70272912,-154.612741,-154.61007924
0133_7,3,2,-154.84412398,-154.63298544,-154.62753379
0133_8,3,2,-154.70820007,-154.60687819,-154.60380986
0133_9,2,1,-154.60949064,-154.59872647,-154.4732842
0135_10,2,1,-154.66713352,-154.66427993,-154.48485015
0135_11,2,3,-154.79659481,-154.66544815,-154.63963089
0135_12,2,1,-154.67089261,-154.67027961,-154.44703076
0135_13,2,1,-154.68854557,-154.6758955,-154.48904558
0135_14,2,1,-154.65645124,-154.65468405,-154.50577508
0135_15,2,1,-154.67471521,-154.66535173,-154.54035109
0135_16,2,3,-154.74131271,-154.63609308,-154.63255509
0135_17,2,1,-154.6603961,-154.66001265,-154.48491899
0135_2,2,3,-154.91172335,-154.64065993,-154.63655126
0135_3,3,2,-154.90758676,-154.64043293,-154.63688563
0135_4,3,2,-154.80579997,-154.65846714,-154.64859403
0135_5,3,2,-154.78807607,-154.6599374,-154.64925022
0135_6,3,2,-154.83351695,-154.6469383,-154.64002498
0135_7,3,2,-154.84741949,-154.63375214,-154.63307445
0135_8,2,1,-154.6789443,-154.66565465,-154.45756074
0135_9,3,2,-154.8434888,-154.63755102,-154.63241911
0137_2,2,3,-154.86708951,-154.59277456,-154.59085475
0137_3,3,2,-154.77229081,-154.60789688,-154.60443616
0137_4,3,2,-154.76434616,-154.62504265,-154.62061505
0137_5,3,2,-154.7109703,-154.59038319,-154.5875002
0137_6,2,1,-154.63967274,-154.63775436,-154.47015566
0137_7,3,2,-154.69532399,-154.60269547,-154.60093451
0137_8,2,1,-154.66832382,-154.66666282,-154.49219325
0138_10,3,2,-154.85201328,-154.61577827,-154.60911116
0138_11,3,2,-154.85852447,-154.62001835,-154.61686401
0138_12,2,1,-154.67931184,-154.67506414,-154.48755834
0138_13,1,2,-154.67916112,-154.66154484,-154.48650366
0138_14,2,1,-154.67975019,-154.67882747,-154.49373087
0138_15,3,2,-154.7604639,-154.6258154,-154.62328564
0138_16,2,1,-154.65755969,-154.6544545,-154.49374698
0138_17,2,1,-154.64043971,-154.63881094,-154.45747233
0138_18,2,1,-154.65427434,-154.65011304,-154.45936327
0138_19,2,1,-154.65656434,-154.65367486,-154.49786916
0138_2,2,3,-154.9046053,-154.63024546,-154.62732766
0138_20,2,1,-154.63465541,-154.62953851,-154.43653025
0138_21,2,1,-154.62953272,-154.62192629,-154.4251455
0138_3,3,2,-154.88463624,-154.61339772,-154.61309642
0138_4,2,1,-154.67654289,-154.67076604,-154.48705135
0138_5,3,2,-154.78128265,-154.6456292,-154.63621412
0138_6,3,2,-154.81198317,-154.67122043,-154.63714271
0138_7,2,1,-154.66263896,-154.66020281,-154.48587676
0138_8,2,1,-154.65825035,-154.65242664,-154.47591897
0138_9,2,1,-154.68016464,-154.6474711,-154.51025123
0139_2,2,1,-154.61103757,-154.6092309,-154.466544
0140_2,2,1,-154.63641918,-154.63182164,-154.44624472
0140_3,2,1,-154.64405528,-154.64074843,-154.43673508
0141_2,2,1,-154.66392416,-154.66095115,-154.51335949
0141_3,2,1,-154.6633895,-154.6578477,-154.52762722
0143_10,2,1,-154.60913288,-154.60846812,-154.43286131
0143_11,2,1,-154.68021953,-154.67323229,-154.50840412
0143_12,2,1,-154.61700569,-154.61111078,-154.44408396
0143_13,2,1,-154.63286788,-154.63037252,-154.44993894
0143_14,2,1,-154.6704086,-154.66881635,-154.45981084
0143_15,2,1,-154.63887998,-154.62956158,-154.48002733
0143_2,2,3,-154.898626,-154.63071202,-154.62890097
0143_3,3,2,-154.81361197,-154.64109301,-154.63648743
0143_4,3,2,-154.77747798,-154.63928678,-154.63817939
0143_5,2,1,-154.65694604,-154.64615676,-154.45975958
0143_6,3,2,-154.74918866,-154.64407916,-154.64120684
0143_7,3,2,-154.73160102,-154.62475289,-154.62204384
0143_8,2,3,-154.73064355,-154.62135555,-154.61562908
0143_9,3,2,-154.74325242,-154.61412716,-154.61017449
0145_2,2,3,-154.88158436,-154.61045789,-154.60514914
0145_3,3,2,-154.82047675,-154.60543301,-154.60424934
0145_4,2,1,-154.64722278,-154.64278104,-154.43343814
0145_5,2,1,-154.63337633,-154.62804366,-154.41196823
0145_6,2,1,-154.67979821,-154.67252651,-154.47683932
0145_7,2,1,-154.65367759,-154.65228916,-154.43237813
0146_2,2,1,-154.66783749,-154.66685524,-154.50038862
0147_2,2,1,-154.6201004,-154.61154859,-154.45232015
0147_3,2,1,-154.603347,-154.5966516,-154.44095375
0147_4,2,1,-154.65091514,-154.64256303,-154.47161539
0147_5,2,1,-154.65484894,-154.65091229,-154.45577778
0149_10,2,1,-154.63091052,-154.62074629,-154.47663949
0149_11,2,1,-154.63820835,-154.62366248,-154.47502331
0149_12,2,1,-154.62966235,-154.62590058,-154.46927486
0149_13,2,1,-154.60115778,-154.59711204,-154.41347493
0149_2,2,3,-154.87148925,-154.59724946,-154.59540944
0149_3,3,2,-154.83298118,-154.58498095,-154.5816835
0149_4,3,2,-154.86902249,-154.63918735,-154.63741909
0149_5,2,1,-154.64945581,-154.64275091,-154.43869524
0149_6,2,1,-154.64831832,-154.64037233,-154.4701847
0149_7,2,1,-154.62539169,-154.62355754,-154.43172432
0149_8,2,3,-154.69231188,-154.59311103,-154.58699653
0149_9,2,1,-154.64440885,-154.63943026,-154.47725453
0150_2,2,1,-154.61958813,-154.61394607,-154.46156071
0150_3,2,1,-154.59081877,-154.58965901,-154.43666799
0151_2,2,1,-154.63343433,-154.62339537,-154.42367267
0151_3,2,1,-154.61973903,-154.61494737,-154.39904718
0151_4,1,2,-154.61761639,-154.61172254,-154.40116715
0151_5,2,1,-154.59602659,-154.58978653,-154.39329611
0151_7,2,1,-154.62004058,-154.61433677,-154.48100314
0151_8,2,1,-154.59457123,-154.59195467,-154.46748358
0151_9,2,1,-154.62989489,-154.62342961,-154.48744057
0152_10,2,1,-154.65598897,-154.64729056,-154.44082431
0152_11,2,1,-154.64484438,-154.63499818,-154.42466419
0152_12,2,1,-154.63978668,-154.63597398,-154.54317733
0152_2,2,3,-154.84532606,-154.54550672,-154.53371764
0152_3,2,3,-154.84662424,-154.57387995,-154.57006227
0152_4,3,2,-154.84994696,-154.57652068,-154.57323488
0152_5,2,3,-154.80605453,-154.56202126,-154.56121729
0152_6,3,2,-154.78136278,-154.59760364,-154.59590268
0152_7,2,1,-154.62861245,-154.62467774,-154.46955583
0152_8,2,1,-154.60144356,-154.59126863,-154.41141296
0152_9,2,1,-154.54937348,-154.53961181,-154.33956491
0153_10,2,1,-154.65340638,-154.64426434,-154.45813417
0153_11,2,1,-154.64448891,-154.63993801,-154.49149133
0153_12,2,1,-154.64155766,-154.63013037,-154.42123836
0153_13,2,1,-154.63441,-154.62636537,-154.44281579
0153_2,2,3,-154.91367893,-154.64345149,-154.63915345
0153_3,3,2,-154.84525441,-154.60873899,-154.60436597
0153_4,3,2,-154.76716586,-154.62314398,-154.61955203
0153_5,2,1,-154.64993786,-154.64493979,-154.47654166
0153_6,2,1,-154.64541754,-154.64011674,-154.47000804
0153_7,3,2,-154.76271537,-154.62961018,-154.62539827
0153_8,3,2,-154.78824645,-154.65851472,-154.6538975
0153_9,2,1,-154.63379616,-154.62999165,-154.48694922
0154_2,2,3,-154.88211827,-154.61915523,-154.61309096
0154_3,3,2,-154.7681145,-154.64300085,-154.64177165
0154_4,3,2,-154.74136394,-154.59852493,-154.59732869
0154_5,2,3,-154.74457323,-154.6021683,-154.59266399
0154_6,2,1,-154.63663389,-154.63406567,-154.46304385
0154_7,2,1,-154.65933018,-154.65171427,-154.50866305
0154_8,2,1,-154.6683079,-154.66744944,-154.46692261
0155_2,2,3,-154.89206453,-154.6217988,-154.62129274
0155_3,3,2,-154.8173214,-154.6383864,-154.63697855
0155_4,2,3,-154.78988979,-154.63232581,-154.6080401
0155_5,3,2,-154.75636799,-154.63434512,-154.62627752
0155_6,2,1,-154.65373986,-154.6524685,-154.47395216
0156_2,2,1,-154.6577515,-154.65489649,-154.45877721
0157_10,2,1,-154.6458292,-154.64375433,-154.45976603
0157_11,2,3,-154.74120785,-154.61642295,-154.61209391
0157_12,2,3,-154.82884053,-154.59175417,-154.58971041
0157_13,3,2,-154.74354315,-154.61662565,-154.61614236
0157_14,2,3,-154.73663866,-154.61017007,-154.60306849
0157_15,2,1,-154.64057853,-154.63489889,-154.47267883
0157_16,2,1,-154.64660877,-154.62663359,-154.44629525
0157_17,2,1,-154.65583095,-154.6418472,-154.47486343
0157_18,2,1,-154.61133377,-154.60456989,-154.45632739
0157_19,3,2,-154.70608389,-154.59020463,-154.58807744
0157_2,2,3,-154.90362088,-154.63270967,-154.62969797
0157_20,2,1,-154.63313948,-154.62976033,-154.45568935
0157_21,2,1,-154.60367301,-154.59938392,-154.43434476
0157_22,2,1,-154.65199386,-154.64884717,-154.44673422
0157_23,2,1,-154.66925797,-154.66647303,-154.50170263
0157_3,3,2,-154.8737684,-154.60879656,-154.60584526
0157_4,3,2,-154.75777523,-154.64521972,-154.63920502
0157_5,3,2,-154.74896649,-154.63568175,-154.59949019
0157_6,2,1,-154.67993343,-154.64568563,-154.47111467
0157_7,2,1,-154.6225339,-154.61964369,-154.45836518
0157_8,3,2,-154.76786798,-154.60211067,-154.60047187
0157_9,3,2,-154.74933853,-154.58988178,-154.58903315
0158_10,2,1,-154.69887133,-154.69221363,-154.53181092
0158_2,2,3,-154.88956533,-154.61855612,-154.6134216
0158_3,3,2,-154.78099649,-154.61736777,-154.61390546
0158_4,3,2,-154.79142815,-154.64475203,-154.6398863
0158_5,3,2,-154.729298,-154.64253645,-154.64083938
0158_6,3,2,-154.79322325,-154.64556298,-154.64064364
0158_7,2,1,-154.67248692,-154.6660329,-154.50361237
0158_8,2,1,-154.6485579,-154.64730981,-154.50789864
0158_9,2,1,-154.6470082,-154.6456904,-154.48359559
0159_10,3,2,-154.76081851,-154.64232296,-154.64019253
0159_11,2,1,-154.66407167,-154.65272401,-154.43985323
0159_12,2,1,-154.66716632,-154.66149065,-154.44271929
0159_13,2,1,-154.66420544,-154.66285787,-154.49029631
0159_14,2,1,-154.65886572,-154.65522658,-154.47569569
0159_2,2,3,-154.89064844,-154.61528309,-154.61435541
0159_3,3,2,-154.82666385,-154.5732156,-154.56886709
0159_4,3,2,-154.77671281,-154.64695564,-154.64539456
0159_5,3,2,-154.75557062,-154.64624701,-154.6432575
0159_6,2,1,-154.66180549,-154.65745841,-154.45491732
0159_7,3,2,-154.77296373,-154.64620164,-154.64331896
0159_8,2,1,-154.67628974,-154.67383489,-154.5059197
0159_9,3,2,-154.7409981,-154.63886167,-154.63385699
0163_2,2,1,-154.68101034,-154.67644929,-154.50147641
0163_3,2,1,-154.63719961,-154.63140371,-154.47044471
0165_2,2,1,-154.66995724,-154.66756775,-154.50902145
0165_3,2,1,-154.6766678,-154.67288009,-154.51817652
0166_2,2,1,-154.66762358,-154.6672208,-154.48086534
0166_3,2,1,-154.65804576,-154.64664197,-154.45868701
0166_4,2,1,-154.67486807,-154.67083335,-154.47919148
0171_10,3,2,-154.74446441,-154.62283437,-154.62183482
0171_11,2,3,-154.76125887,-154.63024146,-154.60788623
0171_12,2,1,-154.66726119,-154.66658695,-154.42943192
0171_13,2,1,-154.67213332,-154.6685557,-154.47478741
0171_14,2,1,-154.69583392,-154.6917812,-154.51146606
0171_15,2,1,-154.61854372,-154.61199919,-154.44278006
0171_16,2,1,-154.6212926,-154.61749333,-154.50339877
0171_17,2,1,-154.67111586,-154.66569776,-154.50233114
0171_18,2,1,-154.64549009,-154.63387748,-154.47111032
0171_19,2,1,-154.6650294,-154.66360317,-154.4948604
0171_2,2,3,-154.89322906,-154.62777925,-154.62761481
0171_3,2,1,-154.6576992,-154.65711939,-154.48010147
0171_4,3,2,-154.78999197,-154.61900468,-154.61292527
0171_5,2,3,-154.79357962,-154.63623175,-154.60997525
0171_6,3,2,-154.77378397,-154.63618967,-154.63156421
0171_7,3,2,-154.77198444,-154.62354174,-154.62138071
0171_8,3,2,-154.75026926,-154.62921648,-154.62758524
0171_9,3,2,-154.76783688,-154.64262073,-154.638282
0172_2,2,1,-154.67709857,-154.67650427,-154.50195475
0172_3,2,1,-154.64478839,-154.63308192,-154.48056016
0172_4,2,1,-154.6653069,-154.66285909,-154.50710783
0173_10,2,1,-154.65338913,-154.6489761,-154.47979126
0173_11,2,1,-154.64734441,-154.64195859,-154.48287204
0173_12,2,1,-154.65411795,-154.65386604,-154.61067025
0173_13,2,1,-154.65225551,-154.65013604,-154.60613784
0173_14,2,1,-154.65571107,-154.65435283,-154.60962288
0173_2,2,3,-154.88461663,-154.61376363,-154.6109045
0173_3,3,2,-154.86316088,-154.62684035,-154.62321969
0173_4,2,1,-154.66610694,-154.66598794,-154.49748973
0173_5,3,2,-154.7842355,-154.64620354,-154.63965066
0173_6,3,2,-154.80667108,-154.61097772,-154.60686636
0173_7,3,2,-154.72209844,-154.61541587,-154.61034344
0173_8,2,1,-154.65336766,-154.64975655,-154.44901788
0173_9,2,1,-154.66588742,-154.66499975,-154.50515133
0174_10,3,2,-154.76755793,-154.6357592,-154.63214866
0174_11,2,1,-154.64917994,-154.64404538,-154.41863184
0174_12,2,1,-154.66739247,-154.66454691,-154.51260232
0174_13,3,2,-154.76271882,-154.65107251,-154.64701047
0174_14,2,1,-154.67099688,-154.66804947,-154.53291661
0174_15,3,2,-154.75651389,-154.62727387,-154.62370692
0174_16,2,1,-154.66011787,-154.65294911,-154.45166046
0174_17,2,1,-154.65282266,-154.64468062,-154.54682519
0174_18,2,1,-154.67841082,-154.6752856,-154.49347817
0174_19,2,1,-154.66311409,-154.66004985,-154.55013735
0174_2,2,3,-154.87992028,-154.5997063,-154.59524185
0174_3,2,3,-154.89400834,-154.62151209,-154.61979381
0174_4,3,2,-154.90136808,-154.62751183,-154.62735033
0174_5,3,2,-154.76429834,-154.64536885,-154.64334224
0174_6,3,2,-154.7763118,-154.6412978,-154.63803403
0174_7,3,2,-154.78228781,-154.65991689,-154.6568521
0174_8,3,2,-154.76348991,-154.65539592,-154.65175219
0174_9,3,2,-154.77591055,-154.64412469,-154.64048471
0175_2,2,3,-154.86489683,-154.59751581,-154.59079135
0175_3,2,1,-154.65966124,-154.65711108,-154.48021377
0175_4,3,2,-154.74242686,-154.60476783,-154.6010717
0175_5,2,1,-154.65713413,-154.65449883,-154.47644878
0176_10,2,1,-154.66228778,-154.65042099,-154.48461064
0176_11,2,1,-154.68103078,-154.67685938,-154.47412418
0176_12,2,1,-154.68400878,-154.67218589,-154.5014465
0176_13,2,1,-154.6881156,-154.68131829,-154.52481581
0176_14,2,1,-154.71299303,-154.68892635,-154.52710655
0176_15,2,1,-154.67434273,-154.67120237,-154.50576876
0176_16,2,1,-154.68239848,-154.67470484,-154.50767727
0176_17,2,1,-154.67434127,-154.66887736,-154.46549889
0176_2,2,3,-154.89167523,-154.61874652,-154.6154387
0176_3,3,2,-154.78885258,-154.65976515,-154.65461044
0176_4,3,2,-154.79141009,-154.65871582,-154.65332802
0176_5,2,1,-154.69771227,-154.69216838,-154.50972172
0176_6,2,1,-154.68696232,-154.67764599,-154.4795552
0176_7,3,2,-154.77434345,-154.65934793,-154.65650644
0176_8,2,1,-154.67343799,-154.67321463,-154.49567207
0176_9,3,2,-154.77109399,-154.6595988,-154.65665955
0177_10,2,1,-154.66017271,-154.65717858,-154.47492319
0177_11,2,1,-154.67335769,-154.67168769,-154.53336004
0177_12,2,1,-154.67868215,-154.67517567,-154.49052927
0177_2,2,3,-154.89967451,-154.62796499,-154.62585173
0177_3,3,2,-154.87334446,-154.63198768,-154.62765927
0177_4,3,2,-154.77410723,-154.66422896,-154.66015886
0177_5,3,2,-154.77350359,-154.65653587,-154.65255296
0177_6,2,1,-154.69087696,-154.68710062,-154.50155151
0177_7,3,2,-154.79579413,-154.67103436,-154.66698041
0177_8,2,1,-154.66789153,-154.66665649,-154.4778864
0177_9,3,2,-154.77339493,-154.64722064,-154.64489098
0178_2,2,1,-154.68803558,-154.68574221,-154.51043139
0178_3,2,1,-154.67623395,-154.67132114,-154.48608848
0179_10,2,1,-154.65559169,-154.6489196,-154.4893488
0179_11,2,1,-154.66541565,-154.65552916,-154.48499487
0179_12,2,1,-154.68250652,-154.68104297,-154.47254067
0179_2,2,3,-154.9060037,-154.63521308,-154.63483973
0179_3,3,2,-154.89393578,-154.62672669,-154.62392825
0179_4,3,2,-154.77534256,-154.63436994,-154.62484653
0179_5,3,2,-154.84291985,-154.6342068,-154.63301239
0179_6,3,2,-154.82531194,-154.61269656,-154.61164789
0179_7,2,1,-154.6904143,-154.67903864,-154.48763088
0179_8,2,1,-154.68119788,-154.67871736,-154.4704148
0179_9,2,1,-154.68044827,-154.67750539,-154.50590474
0180_10,3,2,-154.75083977,-154.61442989,-154.60773275
0180_11,2,1,-154.61903921,-154.60936594,-154.53207257
0180_12,3,2,-154.72517942,-154.61506937,-154.6088464
0180_13,3,2,-154.76366774,-154.62981127,-154.62820838
0180_14,2,1,-154.65148417,-154.64998169,-154.4663258
0180_15,2,1,-154.59832338,-154.59336809,-154.44340356
0180_16,2,1,-154.61174553,-154.60276641,-154.43705571
0180_17,2,1,-154.64877804,-154.63762332,-154.46569542
0180_18,2,1,-154.64054847,-154.64023496,-154.41495942
0180_2,2,3,-154.84264857,-154.56613303,-154.56303783
0180_3,2,3,-154.86789144,-154.59591779,-154.59216545
0180_4,3,2,-154.69484089,-154.57237705,-154.57003333
0180_5,3,2,-154.76424272,-154.62846865,-154.61941943
0180_6,3,2,-154.73397773,-154.59074056,-154.58611137
0180_7,3,2,-154.74612206,-154.60441855,-154.59468243
0180_8,2,1,-154.66198758,-154.65379091,-154.49138868
0180_9,2,1,-154.66506909,-154.66046097,-154.50956089
0181_2,2,1,-154.67564434,-154.66258903,-154.49127912
0181_3,2,1,-154.69371524,-154.68982271,-154.50669075
0181_4,2,1,-154.66119474,-154.65939877,-154.48360588
0182_10,2,3,-154.78781014,-154.67519877,-154.67159587
0182_11,3,2,-154.86019611,-154.62623411,-154.62372008
0182_12,3,2,-154.76684057,-154.66006915,-154.65530935
0182_13,2,3,-154.86687974,-154.61815495,-154.61165135
0182_14,2,1,-154.70305474,-154.70057062,-154.50475032
0182_15,2,1,-154.68993873,-154.68526246,-154.49693759
0182_16,3,2,-154.78427226,-154.63941579,-154.63835251
0182_17,3,2,-154.77502025,-154.63825069,-154.63804701
0182_18,2,1,-154.69635685,-154.69093367,-154.51632322
0182_19,2,1,-154.65914206,-154.65360674,-154.47060855
0182_2,2,3,-154.90115765,-154.62856216,-154.62681987
0182_20,2,1,-154.65410222,-154.64617013,-154.43016575
0182_3,2,1,-154.66799901,-154.66174223,-154.47297223
0182_4,3,2,-154.77995777,-154.64507625,-154.63994935
0182_5,3,2,-154.79596602,-154.65764903,-154.65151538
0182_6,2,3,-154.79660194,-154.66416777,-154.65037044
0182_7,3,2,-154.78224239,-154.67598479,-154.67227896
0182_8,3,2,-154.82128822,-154.68321414,-154.65267977
0182_9,2,3,-154.80203707,-154.66745769,-154.65420554
0185_10,2,1,-154.64745472,-154.64269951,-154.48302283
0185_11,2,1,-154.61668813,-154.61140588,-154.41489845
0185_12,2,1,-154.63988793,-154.63833421,-154.44972594
0185_2,2,3,-154.85821887,-154.58960287,-154.58389065
0185_3,3,2,-154.80871197,-154.58599879,-154.58177457
0185_4,2,3,-154.75540087,-154.56860876,-154.56318405
0185_5,2,3,-154.75551082,-154.53475727,-154.51414811
0185_6,3,2,-154.75790173,-154.60709913,-154.60191633
0185_7,3,2,-154.70104995,-154.58552741,-154.58029733
0185_8,3,2,-154.71093388,-154.59781524,-154.59277757
0185_9,3,2,-154.64415306,-154.55983935,-154.55661347
0186_2,2,1,-154.64656315,-154.64450998,-154.51066512
0187_2,2,3,-154.90464073,-154.63098251,-154.63015557
0187_3,3,2,-154.88050078,-154.60996592,-154.60671851
0187_4,3,2,-154.79812331,-154.6477612,-154.64742635
0187_5,3,2,-154.7495168,-154.63818593,-154.63517022
0187_6,2,1,-154.68290527,-154.68179156,-154.51114515
0187_7,2,1,-154.64201094,-154.63995333,-154.434935
0187_8,2,1,-154.67010834,-154.66699024,-154.47858882
0188_10,2,1,-154.66375011,-154.66202538,-154.49315561
0188_2,2,3,-154.89332737,-154.61772056,-154.61482307
0188_3,3,2,-154.71399417,-154.60015797,-154.5979075
0188_4,3,2,-154.72719012,-154.61108407,-154.610565
0188_5,2,3,-154.7581366,-154.62325352,-154.60448855
0188_6,2,1,-154.65714696,-154.64995648,-154.48747568
0188_7,2,1,-154.65238763,-154.65061228,-154.48180005
0188_8,2,1,-154.66525928,-154.65500957,-154.47357417
0188_9,2,1,-154.64591445,-154.64416488,-154.45583727
0189_2,2,3,-154.89149482,-154.63495314,-154.62847028
0189_3,3,2,-154.74619862,-154.64454569,-154.64221239
0189_4,3,2,-154.72190085,-154.62572835,-154.62388579
0189_5,2,1,-154.66570013,-154.65928958,-154.48988056
0189_6,2,1,-154.67148448,-154.66131486,-154.50130272
0189_7,2,1,-154.66107285,-154.65228096,-154.47288893
0189_8,2,1,-154.69319796,-154.69238362,-154.50788634
0189_9,2,1,-154.69720871,-154.68975369,-154.50635668
0190_10,2,3,-154.75439328,-154.61421062,-154.60665469
0190_11,2,1,-154.62048972,-154.61650325,-154.42566076
0190_12,2,1,-154.64363747,-154.63312793,-154.46047473
0190_2,2,3,-154.85966927,-154.59467975,-154.59119206
0190_3,3,2,-154.75154717,-154.59993661,-154.59963536
0190_4,2,1,-154.63865855,-154.63302779,-154.50559251
0190_5,2,1,-154.61842366,-154.61731783,-154.44868333
0190_6,2,1,-154.62804201,-154.61597985,-154.44897107
0190_7,2,3,-154.73598692,-154.60618452,-154.60603134
0190_8,3,2,-154.6942586,-154.59527822,-154.5938998
0190_9,2,3,-154.65474892,-154.58057088,-154.57288582
0192_2,2,1,-154.67911133,-154.67351709,-154.48452973
0192_3,2,1,-154.65002163,-154.64573155,-154.45459256
0192_4,2,1,-154.62971835,-154.62908432,-154.45532792
0193_10,2,1,-154.68025711,-154.67304763,-154.49344146
0193_11,2,1,-154.64806295,-154.64690494,-154.48354895
0193_2,2,3,-154.9037646,-154.63537632,-154.62987914
0193_3,3,2,-154.75944383,-154.64720046,-154.64473354
0193_4,3,2,-154.75499929,-154.63674336,-154.63418327
0193_5,3,2,-154.75204972,-154.62795525,-154.62489931
0193_6,2,3,-154.76358916,-154.63921991,-154.61830188
0193_7,2,3,-154.76346529,-154.63158767,-154.62621485
0193_8,2,1,-154.7089221,-154.70356346,-154.47677886
0193_9,2,1,-154.70015135,-154.69592129,-154.50485376
0194_10,2,1,-154.64335202,-154.64297747,-154.45490068
0194_11,2,3,-154.73055057,-154.61514937,-154.61367394
0194_12,3,2,-154.7697773,-154.63408899,-154.63152992
0194_13,3,2,-154.74128762,-154.6180732,-154.61503033
0194_14,2,1,-154.61235247,-154.61169798,-154.44498045
0194_15,2,1,-154.60182149,-154.59531844,-154.46116694
0194_2,2,3,-154.90558457,-154.63055277,-154.62898107
0194_3,3,2,-154.75889764,-154.64650634,-154.64327836
0194_4,3,2,-154.78132767,-154.65613608,-154.65301385
0194_5,2,1,-154.64856494,-154.64222409,-154.47121352
0194_6,3,2,-154.73519581,-154.62129942,-154.61629285
0194_7,2,1,-154.65337148,-154.64780177,-154.46747667
0194_8,2,1,-154.64745237,-154.64114029,-154.51471865
0194_9,2,1,-154.63406275,-154.63052113,-154.43912118
0195_10,2,1,-154.67376765,-154.67214735,-154.47378512
0195_11,2,1,-154.67498215,-154.66857104,-154.52938692
0195_12,2,1,-154.67720372,-154.66921115,-154.50648438
0195_13,2,1,-154.65917513,-154.65412929,-154.4715696
0195_14,2,1,-154.64995248,-154.64637053,-154.60033965
0195_15,2,1,-154.6487498,-154.64759588,-154.60510573
0195_2,2,3,-154.88294069,-154.61733496,-154.6160716
0195_3,3,2,-154.75414647,-154.63233035,-154.62482096
0195_4,3,2,-154.75081684,-154.63117499,-154.63036635
0195_5,2,3,-154.78373067,-154.62905337,-154.60729084
0195_6,2,3,-154.77002859,-154.61677504,-154.59666178
0195_7,3,2,-154.7456133,-154.64101538,-154.6367883
0195_8,3,2,-154.77186035,-154.64619591,-154.63427116
0195_9,3,2,-154.86653664,-154.61203674,-154.61062652
0196_10,2,1,-154.65280954,-154.64598484,-154.44052002
0196_11,2,1,-154.67146043,-154.67036607,-154.48268054
0196_12,2,1,-154.65530551,-154.65041563,-154.48955715
0196_13,2,1,-154.64946012,-154.64607556,-154.53313248
0196_2,2,3,-154.88316866,-154.60903129,-154.60513067
0196_3,3,2,-154.9032964,-154.62722392,-154.62698209
0196_4,2,3,-154.88315823,-154.61083142,-154.60928215
0196_5,3,2,-154.75491278,-154.63069878,-154.62276536
0196_6,3,2,-154.74712737,-154.64479222,-154.64312471
0196_7,3,2,-154.78705316,-154.63400309,-154.62969705
0196_8,2,1,-154.64748541,-154.64013001,-154.41826481
0196_9,2,1,-154.65163784,-154.6426856,-154.44094692
0197_2,2,3,-154.89499743,-154.62263784,-154.61715412
0197_3,3,2,-154.8026838,-154.6418824,-154.63948838
0197_4,2,1,-154.65890309,-154.65460503,-154.48152771
0197_5,2,1,-154.68527919,-154.67479021,-154.51465253
0197_6,2,1,-154.68626313,-154.68518038,-154.49939705
0197_7,2,1,-154.66781977,-154.66586391,-154.51648166
0198_2,2,3,-154.88783234,-154.61940566,-154.6132145
0198_3,3,2,-154.85269882,-154.6166417,-154.60993302
0198_4,3,2,-154.86152851,-154.6253908,-154.62251148
0198_5,2,1,-154.67728998,-154.673162,-154.5073793
0198_6,2,3,-154.7320044,-154.61455922,-154.59092869
0198_7,2,1,-154.66570664,-154.65924953,-154.48639323
0198_8,2,1,-154.65343176,-154.64773191,-154.43230265
0198_9,2,1,-154.66006838,-154.65786965,-154.44075562
0199_10,2,1,-154.69043276,-154.68523988,-154.50688941
0199_11,1,2,-154.69252216,-154.67560121,-154.50206551
0199_12,2,1,-154.67115149,-154.6698494,-154.49293794
0199_2,2,3,-154.89926547,-154.62508039,-154.62083056
0199_3,3,2,-154.74665086,-154.63960261,-154.63763698
0199_4,3,2,-154.79159376,-154.66776737,-154.66445444
0199_5,2,1,-154.67642019,-154.66780621,-154.48293038
0199_6,2,1,-154.6806706,-154.68014911,-154.50363875
