IC_Spawn,from_state,to_state,singlet_1,singlet_2,singlet_3,meci_type
0000_10,2,1,-230.35039391,-230.34933908,-230.23623865,Type_2
0000_11,2,1,-230.34500174,-230.33412193,-230.20918473,Type_1
0000_12,2,1,-230.37299516,-230.35853147,-230.21856415,Type_1
0000_13,2,1,-230.32691162,-230.32349722,-230.2110879,Type_2
0000_14,2,1,-230.3561599,-230.35588112,-230.24118651,Type_2
0000_15,2,1,-230.33671839,-230.32875698,-230.23544836,Type_1
0000_16,2,1,-230.31130306,-230.31120193,-230.16880861,Type_1
0000_17,2,1,-230.32667758,-230.32413313,-230.18375195,Type_1
0000_18,2,1,-230.33083042,-230.32837561,-230.21471274,Type_2
0000_19,2,1,-230.35488794,-230.35130446,-230.23882045,Type_1
0000_20,2,1,-230.32906222,-230.32889443,-230.25837466,Type_1
0000_4,2,1,-230.351196,-230.34464381,-230.24974874,Type_2
0000_6,2,1,-230.34943446,-230.33853004,-230.22224115,Type_2
0000_9,2,1,-230.3686394,-230.35515398,-230.24589271,Type_2
0003_10,2,1,-230.29107087,-230.28647043,-230.16610496,Double_H
0003_11,2,1,-230.31086338,-230.3092884,-230.18175554,Double_H
0008_3,2,1,-230.34094987,-230.33686124,-230.2384708,Type_3
0008_4,2,1,-230.35682517,-230.35447676,-230.25873645,Type_3
0009_10,2,1,-230.34284479,-230.34224083,-230.22406549,Type_2
0009_11,2,1,-230.33186984,-230.32853587,-230.23528915,Type_2
0009_12,2,1,-230.35110117,-230.34681636,-230.22477853,Type_1
0009_13,2,1,-230.36859076,-230.36423376,-230.24193621,Type_1
0009_14,2,1,-230.34667094,-230.33823333,-230.22763405,Type_1
0009_15,2,1,-230.33500084,-230.33291219,-230.24319864,Type_1
0009_3,2,1,-230.3587543,-230.35252184,-230.22475736,Type_1
0009_4,2,1,-230.32713503,-230.32356505,-230.20583603,Type_1
0009_8,2,1,-230.34415141,-230.3413834,-230.24877256,Type_2
0009_9,2,1,-230.33155223,-230.32985566,-230.22547971,Type_2
0010_10,2,1,-230.35244007,-230.3404108,-230.26263923,Type_3
0010_11,2,1,-230.31482336,-230.31384254,-230.22841037,Type_3
0010_12,2,1,-230.34022359,-230.33265742,-230.22019007,Type_3
0010_15,2,1,-230.326997,-230.32097326,-230.19829579,Type_1
0010_16,2,1,-230.31256993,-230.30786244,-230.17788552,Type_1
0010_17,2,1,-230.34955406,-230.33590522,-230.21942064,Type_3
0010_18,2,1,-230.34696522,-230.33471986,-230.2540857,Type_3
0010_19,2,1,-230.33016945,-230.31199029,-230.25782749,Type_3
0010_20,2,1,-230.3071491,-230.29390225,-230.22073434,Type_2
0010_21,2,1,-230.3379298,-230.33033137,-230.25145626,Type_3
0010_22,2,1,-230.32664407,-230.32044968,-230.22123913,Type_2
0010_23,2,1,-230.32650823,-230.31916688,-230.22927786,Type_2
0010_24,2,1,-230.32802465,-230.3206551,-230.19954569,Type_1
0010_25,2,1,-230.31502984,-230.31401958,-230.20420442,Type_2
0010_3,2,1,-230.34856569,-230.34178394,-230.24248759,Type_1
0010_4,2,1,-230.30328668,-230.29693129,-230.18466104,Type_1
0010_5,2,1,-230.30861066,-230.3058701,-230.24463541,Type_2
0011_10,2,1,-230.37451875,-230.36993301,-230.25413412,Type_3
0011_11,2,1,-230.37739224,-230.36688234,-230.26784817,Type_1
0011_12,2,1,-230.35149484,-230.34516558,-230.26156625,Type_3
0011_13,2,1,-230.35795002,-230.35064199,-230.23639153,Type_1
0011_14,2,1,-230.35524596,-230.35442633,-230.24031685,Type_1
0011_15,2,1,-230.36541894,-230.36449301,-230.23478663,Type_1
0011_16,2,1,-230.37022798,-230.36494314,-230.24587012,Type_2
0011_4,2,1,-230.35828752,-230.35011836,-230.24997148,Type_3
0011_6,2,1,-230.35886423,-230.35440117,-230.25253322,Type_3
0011_7,2,1,-230.34961489,-230.3449737,-230.25360059,Type_3
0012_3,2,1,-230.34078164,-230.33903141,-230.22726138,Type_3
0012_5,2,1,-230.3309,-230.32778841,-230.21029235,Type_3
0012_7,2,1,-230.35833638,-230.35295828,-230.23820217,Type_1
0012_8,2,1,-230.36744662,-230.35405046,-230.2229383,Type_1
0012_9,2,1,-230.3435178,-230.34214342,-230.20505259,Type_1
0013_10,2,1,-230.33979618,-230.33048656,-230.24002526,Type_3
0013_11,2,1,-230.325611,-230.31887677,-230.21022485,Type_1
0013_12,2,1,-230.34811742,-230.34480852,-230.21248261,Type_1
0013_13,2,1,-230.31325453,-230.31078535,-230.20291436,Type_1
0013_4,2,1,-230.35836135,-230.35144546,-230.25940634,Type_3
0013_8,2,1,-230.33331887,-230.33287854,-230.21617525,Type_1
0013_9,2,1,-230.3424815,-230.33552064,-230.22714896,Type_3
0014_10,2,1,-230.34159461,-230.34056161,-230.25432111,Type_2
0014_11,2,1,-230.30928321,-230.30887356,-230.21311759,Type_3
0014_3,2,1,-230.34960806,-230.34616115,-230.23404795,Type_3
0014_4,2,1,-230.34424738,-230.33273182,-230.25404275,Type_1
0014_5,2,1,-230.36923531,-230.36682057,-230.30269229,Type_1
0014_8,2,1,-230.33645339,-230.33285857,-230.23864562,Type_3
0014_9,2,1,-230.35433421,-230.35295102,-230.24463026,Type_2
0015_10,2,1,-230.27811788,-230.27762807,-230.18530441,Type_2
0015_11,2,1,-230.30454947,-230.30123779,-230.18930917,Type_2
0015_12,2,1,-230.31873473,-230.3173688,-230.19095735,Type_1
0015_5,2,1,-230.31702014,-230.31086974,-230.20506858,Type_3
0015_6,2,1,-230.32569315,-230.32491979,-230.20368817,Type_3
0015_7,2,1,-230.31405285,-230.30637634,-230.15421513,Type_1
0015_8,2,1,-230.32021357,-230.31963754,-230.19500729,Type_1
0015_9,2,1,-230.32298309,-230.31021674,-230.18898859,Type_1
0016_10,2,1,-230.36673008,-230.36517316,-230.26355773,Type_2
0016_11,2,1,-230.32666132,-230.32544917,-230.21668381,Type_2
0016_12,2,1,-230.36604284,-230.35964754,-230.25202838,Type_2
0016_13,2,1,-230.29930618,-230.29842242,-230.20977029,Type_1
0016_4,2,1,-230.34923406,-230.33614436,-230.26227572,Type_3
0016_7,2,1,-230.35559607,-230.35435924,-230.24731782,Type_3
0016_8,2,1,-230.34690129,-230.34077565,-230.22699342,Type_2
0016_9,2,1,-230.33092548,-230.31987826,-230.19407135,Type_1
0017_10,2,1,-230.31499301,-230.30550703,-230.20745239,Type_3
0017_11,2,1,-230.34114222,-230.33309789,-230.23084675,Type_3
0017_12,2,1,-230.35468387,-230.34808691,-230.21813768,Type_1
0017_13,2,1,-230.34555866,-230.3329657,-230.2255456,Type_1
0017_14,2,1,-230.35318413,-230.34602473,-230.23450392,Type_1
0017_15,2,1,-230.33910859,-230.33687919,-230.20853272,Type_1
0017_16,2,1,-230.37155593,-230.36553246,-230.26391084,Type_2
0017_17,2,1,-230.3335954,-230.32970175,-230.22006229,Type_1
0017_18,2,1,-230.34956812,-230.32867769,-230.21932413,Type_2
0017_19,2,1,-230.35158492,-230.34424889,-230.26038239,Type_2
0017_20,2,1,-230.33593925,-230.33214042,-230.21560805,Type_1
0017_4,2,1,-230.32631822,-230.3220223,-230.22912929,Type_3
0017_7,2,1,-230.31798137,-230.30625856,-230.20938143,Type_3
0017_8,2,1,-230.3279746,-230.32611692,-230.21459267,Type_3
0017_9,2,1,-230.3218846,-230.31660021,-230.18579351,Type_1
0019_5,2,1,-230.320488,-230.31774149,-230.21021614,Type_2
0019_6,2,1,-230.34048739,-230.33312945,-230.20943865,Type_2
0019_7,2,1,-230.35809136,-230.35521778,-230.24612182,Type_2
0019_8,2,1,-230.33150804,-230.32555796,-230.21784694,Type_2
0019_9,2,1,-230.33358593,-230.33127705,-230.23576326,Type_2
0020_4,2,1,-230.36240513,-230.36121287,-230.24808177,Type_3
0020_6,2,1,-230.37690477,-230.36468616,-230.26872226,Type_3
0020_7,2,1,-230.34945351,-230.34274453,-230.24304215,Type_1
0020_8,2,1,-230.35066833,-230.34744462,-230.22976565,Type_2
0020_9,2,1,-230.35884117,-230.35850168,-230.24564024,Type_2
0021_10,2,1,-230.35455524,-230.34688107,-230.24372717,Type_2
0021_11,2,1,-230.33307071,-230.32957983,-230.2268546,Type_2
0021_12,2,1,-230.33382072,-230.33300149,-230.1955451,Type_1
0021_4,2,1,-230.33903261,-230.3348454,-230.21372028,Type_3
0021_5,2,1,-230.29677497,-230.29357295,-230.19582196,Type_2
0021_8,2,1,-230.32720097,-230.32630119,-230.19582253,Type_2
0021_9,2,1,-230.31289325,-230.30736647,-230.19294499,Type_2
0023_10,2,1,-230.34114589,-230.33479031,-230.23617197,Type_2
0023_11,2,1,-230.37426613,-230.37188433,-230.25422047,Type_2
0023_5,2,1,-230.31961159,-230.31584335,-230.18612614,Type_1
0023_6,2,1,-230.36539141,-230.35791793,-230.25101982,Type_1
0023_7,2,1,-230.35161657,-230.35050303,-230.23360235,Type_1
0023_8,2,1,-230.33712441,-230.33157667,-230.21092147,Type_2
0023_9,2,1,-230.3603498,-230.35374242,-230.29916124,Type_2
0026_10,2,1,-230.30349763,-230.2996928,-230.23218656,Type_1
0026_11,2,1,-230.34989589,-230.34361994,-230.22247759,Type_1
0026_12,2,1,-230.33098644,-230.32425639,-230.23157496,Type_1
0026_13,2,1,-230.33885748,-230.33584173,-230.19402018,Type_1
0026_14,2,1,-230.34429554,-230.33895172,-230.23867408,Type_2
0026_4,2,1,-230.31826994,-230.31623361,-230.23432037,Type_2
0026_5,2,1,-230.34087993,-230.33841353,-230.24110556,Type_2
0026_6,2,1,-230.32075319,-230.31832855,-230.2250474,Type_1
0026_7,2,1,-230.31606016,-230.31229783,-230.18487975,Type_1
0026_9,2,1,-230.3359916,-230.33003903,-230.25434532,Type_2
0029_10,2,1,-230.35536129,-230.34076282,-230.24028957,Type_3
0029_11,2,1,-230.35489306,-230.34515207,-230.2417638,Type_3
0029_12,2,1,-230.33680632,-230.33590313,-230.23247898,Type_2
0029_3,2,1,-230.35956679,-230.35297148,-230.25329128,Type_3
0029_4,2,1,-230.36599208,-230.36179182,-230.27551526,Type_3
0029_7,2,1,-230.35569681,-230.35140438,-230.27278221,Type_3
0029_9,2,1,-230.34216036,-230.3411216,-230.21453847,Type_1
0030_10,2,1,-230.34180365,-230.33825233,-230.23007895,Type_3
0030_11,2,1,-230.35171626,-230.34997685,-230.23644655,Type_3
0030_13,2,1,-230.33425483,-230.32908333,-230.18292511,Type_1
0030_14,2,1,-230.33655707,-230.33573148,-230.20417564,Type_1
0030_4,2,1,-230.32773005,-230.32010987,-230.23379116,Type_3
0030_6,2,1,-230.34746152,-230.34265703,-230.26032242,Type_3
0030_9,2,1,-230.34122368,-230.33807221,-230.23998303,Type_3
0031_10,2,1,-230.33953486,-230.33734442,-230.23165777,Type_2
0031_11,2,1,-230.36597395,-230.35330408,-230.25619738,Type_2
0031_12,2,1,-230.35912123,-230.35412568,-230.20636666,Type_1
0031_4,2,1,-230.36011231,-230.35798856,-230.23476511,Type_2
0031_6,2,1,-230.34732036,-230.34174858,-230.26815514,Type_2
0031_7,2,1,-230.36269175,-230.35010604,-230.25983587,0200_15
0031_8,2,1,-230.34594972,-230.34113057,-230.24785725,Type_2
0032_3,2,1,-230.35745898,-230.35677936,-230.26464064,Type_3
0032_7,2,1,-230.34256122,-230.3418246,-230.22755292,Type_3
0032_8,2,1,-230.35081926,-230.34878405,-230.26247931,Type_2
0032_9,2,1,-230.33398318,-230.33364776,-230.22481013,Type_1
0033_10,2,1,-230.34992855,-230.34557351,-230.26976727,Type_2
0033_4,2,1,-230.36769969,-230.36306572,-230.25825251,Type_3
0033_6,2,1,-230.33442821,-230.33209306,-230.21412443,Type_2
0033_7,2,1,-230.34850643,-230.34495783,-230.23831189,Type_3
0033_8,2,1,-230.33260347,-230.32467428,-230.26238186,Type_2
0033_9,2,1,-230.3386231,-230.33235904,-230.25018955,Type_2
0034_10,2,1,-230.35343868,-230.34984979,-230.23991427,Type_1
0034_11,2,1,-230.34326327,-230.33621723,-230.23406447,Type_2
0034_12,2,1,-230.33830913,-230.33346408,-230.23435335,Type_2
0034_13,2,1,-230.35545265,-230.34789743,-230.25951437,Type_2
0034_14,2,1,-230.36638141,-230.35749811,-230.23102094,Type_2
0034_15,2,1,-230.34924402,-230.34711944,-230.22197577,Type_2
0034_16,2,1,-230.34010637,-230.33951134,-230.20826968,Type_2
0034_4,2,1,-230.35427348,-230.34443073,-230.2472182,Type_2
0034_7,2,1,-230.35248932,-230.34676698,-230.24233301,Type_2
0034_8,2,1,-230.35223336,-230.34198066,-230.24790321,Type_2
0034_9,2,1,-230.34193316,-230.33106793,-230.22588303,Type_2
0035_4,2,1,-230.34890702,-230.3421804,-230.25834838,Type_3
0035_5,2,1,-230.36638334,-230.35589619,-230.26693595,Type_3
0035_6,2,1,-230.35292263,-230.34968558,-230.26388283,Type_1
0035_7,2,1,-230.30102149,-230.30001542,-230.19765589,Type_1
0035_8,2,1,-230.3566749,-230.35344635,-230.23184385,Type_1
0035_9,2,1,-230.34782297,-230.34734033,-230.23104834,Type_1
0037_10,2,1,-230.33271051,-230.33109818,-230.20962062,Type_1
0037_4,2,1,-230.34958925,-230.34450833,-230.23712323,Type_2
0037_5,2,1,-230.35813188,-230.3545187,-230.23309107,Type_2
0037_6,2,1,-230.30794865,-230.30639818,-230.20997155,Type_2
0037_8,2,1,-230.32854878,-230.3248531,-230.22127432,Type_2
0037_9,2,1,-230.3371342,-230.32653945,-230.21847347,Type_2
0038_4,2,1,-230.32179025,-230.32052017,-230.20259223,Type_2
0038_5,2,1,-230.33932785,-230.33871625,-230.22391424,Type_2
0039_10,2,1,-230.34941371,-230.34413265,-230.22277446,Type_1
0039_11,2,1,-230.35910581,-230.35470814,-230.23357615,Type_2
0039_12,2,1,-230.35424913,-230.35012107,-230.25143803,Type_1
0039_13,2,1,-230.36537184,-230.35884506,-230.26045178,Type_1
0039_5,2,1,-230.38243062,-230.37289423,-230.28973134,Type_3
0039_6,2,1,-230.37707309,-230.37157186,-230.28242945,Type_3
0039_7,2,1,-230.37086284,-230.36671138,-230.25293696,Type_3
0039_8,2,1,-230.35224432,-230.34277465,-230.24724031,Type_3
0039_9,2,1,-230.37904781,-230.36937461,-230.2443632,Type_1
0040_10,2,1,-230.32435704,-230.32042612,-230.20213222,Type_3
0040_12,2,1,-230.35239583,-230.34189587,-230.26880357,Type_3
0040_13,2,1,-230.3355222,-230.32665259,-230.22844306,Type_3
0040_14,2,1,-230.33727792,-230.33537669,-230.24661386,Type_3
0040_15,2,1,-230.34795533,-230.34501708,-230.22877564,Type_1
0040_16,2,1,-230.34712975,-230.34259075,-230.25661448,Type_3
0040_17,2,1,-230.34602496,-230.34075631,-230.21900617,Type_1
0040_18,2,1,-230.34672161,-230.34087599,-230.23189285,Type_2
0040_19,2,1,-230.34098656,-230.34022078,-230.2473027,Type_2
0040_4,2,1,-230.36973439,-230.35387316,-230.27812251,Type_3
0040_6,2,1,-230.33292056,-230.32636034,-230.21658729,Type_3
0040_9,2,1,-230.33880149,-230.33847548,-230.21727611,Type_3
0041_10,2,1,-230.33967416,-230.33318363,-230.20532625,Type_2
0041_11,2,1,-230.37372592,-230.3698377,-230.25805458,Type_2
0041_12,2,1,-230.34916253,-230.34491336,-230.22343142,Type_2
0041_5,2,1,-230.33411443,-230.3249045,-230.23203495,Type_3
0041_6,2,1,-230.35569705,-230.34409036,-230.24246203,Type_2
0041_7,2,1,-230.35778409,-230.33996652,-230.23116267,Type_2
0041_8,2,1,-230.36088539,-230.35758153,-230.22821323,Type_1
0041_9,2,1,-230.33111261,-230.32789778,-230.24969085,Type_2
0042_4,2,1,-230.36056178,-230.34512945,-230.26590837,Type_3
0042_5,2,1,-230.34751736,-230.34481055,-230.21748592,Type_1
0042_6,2,1,-230.33556228,-230.33202082,-230.17655557,Type_1
0042_7,2,1,-230.36339669,-230.35942243,-230.21871846,Type_1
0042_8,2,1,-230.34601442,-230.34401723,-230.23428683,Type_2
0043_10,2,1,-230.32234486,-230.31880969,-230.24193518,Type_3
0043_3,2,1,-230.37909949,-230.36880826,-230.26887535,Type_2
0043_5,2,1,-230.33546429,-230.33425643,-230.21004251,Type_2
0043_7,2,1,-230.33679958,-230.33154957,-230.21714989,Type_2
0043_8,2,1,-230.34125473,-230.33593847,-230.22020776,Type_2
0043_9,2,1,-230.35339385,-230.35202545,-230.23190703,Type_1
0044_10,2,1,-230.33941176,-230.32854474,-230.2352392,Type_1
0044_11,2,1,-230.35084461,-230.33644049,-230.23725445,Type_2
0044_12,2,1,-230.37371463,-230.36067604,-230.27181499,Type_2
0044_13,2,1,-230.33952382,-230.33311645,-230.24006476,Type_2
0044_14,2,1,-230.33302234,-230.32695768,-230.2031191,Type_1
0044_15,2,1,-230.34018211,-230.33455832,-230.21934711,Type_1
0044_16,2,1,-230.33674963,-230.33076179,-230.21572993,Type_1
0044_17,2,1,-230.31809051,-230.31438689,-230.19312731,Type_1
0044_18,2,1,-230.31855027,-230.31626133,-230.18955568,Type_1
0044_19,2,1,-230.34409317,-230.3410557,-230.24245987,Type_1
0044_5,2,1,-230.3594982,-230.35220865,-230.26044931,Type_3
0044_7,2,1,-230.32712289,-230.32532237,-230.22922099,Type_3
0044_8,2,1,-230.36305861,-230.34532558,-230.233198,Type_1
0044_9,2,1,-230.32681056,-230.32128226,-230.25062953,Type_1
0046_3,2,1,-230.35075931,-230.34749651,-230.2455083,Type_3
0046_4,2,1,-230.33989728,-230.33627059,-230.23661109,Type_3
0046_5,2,1,-230.32162662,-230.32155103,-230.22031401,Type_2
0046_6,2,1,-230.32087052,-230.31418578,-230.20583654,Type_2
0046_8,2,1,-230.37756032,-230.37370848,-230.25805283,Type_3
0046_9,2,1,-230.34173097,-230.34007573,-230.23220417,Type_1
0047_4,2,1,-230.3457827,-230.33813691,-230.25958543,Type_3
0047_5,2,1,-230.29711201,-230.28776588,-230.20792327,Type_3
0047_6,2,1,-230.3120501,-230.31151119,-230.236066,Type_3
0047_7,2,1,-230.34665192,-230.34392151,-230.20458814,Type_1
0047_8,2,1,-230.30268681,-230.2942643,-230.19474451,Type_3
0047_9,2,1,-230.31991422,-230.3131235,-230.19826216,Type_1
0048_12,2,1,-230.35365487,-230.35274812,-230.2005646,Type_1
0048_13,2,1,-230.33445818,-230.33329789,-230.23006762,Type_3
0048_14,2,1,-230.36088502,-230.35985214,-230.26710186,Type_3
0048_15,2,1,-230.35686907,-230.35489538,-230.25346247,Type_1
0048_5,2,1,-230.3391412,-230.33815471,-230.23100335,Type_2
0048_7,2,1,-230.35951805,-230.34921352,-230.24574233,Type_2
0048_9,2,1,-230.3338514,-230.33196063,-230.23082648,Type_2
0049_10,2,1,-230.33240142,-230.32954008,-230.18955436,Type_1
0049_11,2,1,-230.33864768,-230.33654092,-230.19561711,Type_2
0049_12,2,1,-230.34148131,-230.34109983,-230.19180644,Type_1
0049_3,2,1,-230.36540781,-230.35788851,-230.25218025,Type_2
0049_4,2,1,-230.36145391,-230.35214417,-230.22874491,Type_2
0049_6,2,1,-230.36759578,-230.35877908,-230.2479495,Type_2
0049_8,2,1,-230.35333046,-230.34660035,-230.24096554,Type_2
0049_9,2,1,-230.36038629,-230.35544246,-230.21508274,Type_1
0051_10,2,1,-230.35836041,-230.3462472,-230.22276218,Type_1
0051_11,2,1,-230.35837439,-230.35027987,-230.21457627,Type_1
0051_12,2,1,-230.36258329,-230.36167242,-230.22985427,Type_1
0051_13,2,1,-230.34667153,-230.34473796,-230.23271905,Type_1
0051_14,2,1,-230.3377901,-230.33737859,-230.23796257,Type_2
0051_6,2,1,-230.34493646,-230.33810727,-230.21154868,Type_3
0051_7,2,1,-230.32735725,-230.32677843,-230.22520828,Type_3
0051_9,2,1,-230.36338434,-230.35587437,-230.24768324,Type_2
0052_10,2,1,-230.36413285,-230.36174069,-230.26124468,Type_3
0052_13,2,1,-230.3462958,-230.33265296,-230.25229425,Type_2
0052_14,2,1,-230.33624867,-230.33487065,-230.22543947,Type_2
0052_15,2,1,-230.34383548,-230.33647875,-230.20426715,Type_1
0052_16,2,1,-230.34587445,-230.34473836,-230.25629525,Type_2
0052_5,2,1,-230.34952068,-230.33631492,-230.22136596,Type_3
0052_6,2,1,-230.33779768,-230.3325228,-230.22799042,Type_3
0052_8,2,1,-230.33031974,-230.32463169,-230.22300684,Type_3
0052_9,2,1,-230.33171795,-230.32943706,-230.22958048,Type_2
0053_10,2,1,-230.32839051,-230.32066623,-230.22380997,Type_2
0053_11,2,1,-230.29810449,-230.29746249,-230.20336471,Type_2
0053_12,2,1,-230.33126734,-230.32018275,-230.2507861,Type_2
0053_13,2,1,-230.34622059,-230.34214422,-230.2334154,Type_2
0053_14,2,1,-230.35670203,-230.34679704,-230.24505735,Type_1
0053_15,2,1,-230.33718596,-230.32154545,-230.25479924,Type_1
0053_16,2,1,-230.34182404,-230.33788328,-230.20133637,Type_1
0053_17,2,1,-230.31779124,-230.31454579,-230.17976412,Type_1
0053_5,2,1,-230.35214515,-230.33702881,-230.25057831,Type_3
0053_6,2,1,-230.34042638,-230.32962538,-230.23961069,Type_3
0053_8,2,1,-230.36777832,-230.357409,-230.27169803,Type_3
0053_9,2,1,-230.35710748,-230.35602331,-230.26000172,Type_3
0054_10,2,1,-230.35058549,-230.34462019,-230.24702081,Type_2
0054_11,2,1,-230.35678712,-230.35543773,-230.24351823,Type_2
0054_12,2,1,-230.35131711,-230.34547595,-230.20902838,Type_1
0054_13,2,1,-230.37140674,-230.36114923,-230.24699505,Type_1
0054_14,2,1,-230.34666405,-230.3424538,-230.18256277,Type_1
0054_15,2,1,-230.33933663,-230.33501668,-230.25418869,Type_2
0054_4,2,1,-230.35429058,-230.3453844,-230.22150645,Type_1
0054_5,2,1,-230.34002051,-230.32840518,-230.19936676,Type_4
0054_6,2,1,-230.32111471,-230.31595201,-230.18214034,Type_2
0054_8,2,1,-230.34259692,-230.34228356,-230.20635328,Type_2
0054_9,2,1,-230.37536318,-230.36795423,-230.26350174,Type_2
0055_10,2,1,-230.33940818,-230.33524186,-230.23872803,Type_2
0055_11,2,1,-230.35661287,-230.34326406,-230.24324634,Type_2
0055_3,2,1,-230.36666533,-230.34996027,-230.24745058,Type_3
0055_6,2,1,-230.33082239,-230.32419725,-230.21589776,Type_2
0055_7,2,1,-230.32637827,-230.32308196,-230.19907917,Type_2
0055_8,2,1,-230.33519362,-230.32561491,-230.19866371,Type_2
0055_9,2,1,-230.34557234,-230.34017138,-230.21326804,Type_2
0056_10,2,1,-230.33035729,-230.32702238,-230.20789423,Type_2
0056_11,2,1,-230.34783884,-230.34246769,-230.24661714,Type_1
0056_12,2,1,-230.35047045,-230.34951516,-230.24331843,Type_2
0056_13,2,1,-230.32686797,-230.32528964,-230.23776533,Type_1
0056_4,2,1,-230.34815062,-230.33989888,-230.24797073,Type_2
0056_6,2,1,-230.33505117,-230.32586881,-230.21829029,Type_2
0056_8,2,1,-230.32076908,-230.31425643,-230.18926667,Type_2
0056_9,2,1,-230.3246522,-230.32411926,-230.20949255,Type_2
0057_10,2,1,-230.38157788,-230.36419622,-230.26345767,Type_3
0057_11,2,1,-230.32820632,-230.32760307,-230.22178391,Type_3
0057_4,2,1,-230.35491279,-230.34336467,-230.23501892,Type_3
0057_5,2,1,-230.35697124,-230.34987515,-230.24296582,Type_3
0057_8,2,1,-230.33900159,-230.33699572,-230.21802628,Type_3
0057_9,2,1,-230.33643189,-230.33594807,-230.22129705,Type_2
0058_3,2,1,-230.37974094,-230.3773823,-230.27878935,Type_3
0058_6,2,1,-230.37381059,-230.37200488,-230.26163664,Type_3
0058_8,2,1,-230.37140055,-230.37012748,-230.24749586,Type_1
0058_9,2,1,-230.34615061,-230.34438543,-230.23778419,Type_1
0059_10,2,1,-230.35247019,-230.34720553,-230.24730011,Type_1
0059_11,2,1,-230.36300724,-230.35398061,-230.26939578,Type_2
0059_12,2,1,-230.36341246,-230.35724053,-230.24885207,Type_1
0059_13,2,1,-230.35034843,-230.34735988,-230.24253428,Type_1
0059_5,2,1,-230.36469977,-230.36402101,-230.21977433,Type_1
0059_6,2,1,-230.3571681,-230.34931388,-230.20480896,Type_1
0059_7,2,1,-230.36766378,-230.3664836,-230.23841403,Type_1
0059_8,2,1,-230.36109316,-230.36015098,-230.22460378,Type_1
0059_9,2,1,-230.37914966,-230.37454274,-230.26068181,Type_1
0061_10,2,1,-230.32683748,-230.32338559,-230.19845148,Type_3
0061_11,2,1,-230.3259036,-230.31541349,-230.24944102,Type_2
0061_12,2,1,-230.34437773,-230.3306546,-230.2346347,Type_3
0061_13,2,1,-230.29978205,-230.29809804,-230.18844477,Type_1
0061_3,2,1,-230.37043534,-230.36403159,-230.27122641,Type_2
0061_5,2,1,-230.31495385,-230.30856745,-230.22724794,Type_3
0061_6,2,1,-230.34409264,-230.32846805,-230.24371745,Type_3
0061_8,2,1,-230.32079431,-230.31934781,-230.22226224,Type_3
0061_9,2,1,-230.33331815,-230.33015244,-230.20334285,Type_1
0062_12,2,1,-230.35589172,-230.34772526,-230.2466688,Type_3
0062_13,2,1,-230.33742883,-230.33434545,-230.21003118,Type_1
0062_14,2,1,-230.34860607,-230.3422613,-230.21822,Type_1
0062_15,2,1,-230.34610528,-230.34449123,-230.20784125,Type_1
0062_16,2,1,-230.33367747,-230.33053395,-230.21980983,Type_1
0062_17,2,1,-230.33652436,-230.33244975,-230.21971191,Type_1
0062_18,2,1,-230.34372857,-230.34248227,-230.26374695,Type_2
0062_5,2,1,-230.36299834,-230.35218048,-230.26016471,Type_3
0062_6,2,1,-230.35238487,-230.35072966,-230.25168025,Type_3
0062_7,2,1,-230.37201122,-230.35064899,-230.26589994,Type_3
0062_8,2,1,-230.36736435,-230.35582582,-230.24995006,Type_3
0063_3,2,1,-230.35872807,-230.33789968,-230.23449007,Type_3
0063_4,2,1,-230.33105293,-230.32567017,-230.21445171,Type_3
0063_6,2,1,-230.3443351,-230.34268253,-230.24185653,Type_3
0063_7,2,1,-230.33861597,-230.32877175,-230.23618608,Type_3
0063_8,2,1,-230.36304431,-230.34799325,-230.2488459,Type_3
0063_9,2,1,-230.32789237,-230.32611333,-230.19691079,Type_1
0064_10,2,1,-230.28632867,-230.28578009,-230.19749411,Type_2
0064_11,2,1,-230.35256319,-230.34880026,-230.24561892,Type_1
0064_12,2,1,-230.32986561,-230.32158644,-230.19767592,Type_2
0064_13,2,1,-230.31505914,-230.31365032,-230.19892328,Type_2
0064_5,2,1,-230.3408687,-230.33900773,-230.23886575,Type_2
0064_6,2,1,-230.31825921,-230.31445409,-230.21038928,Type_2
0064_7,2,1,-230.30714789,-230.30445466,-230.22110164,Type_2
0064_9,2,1,-230.31144465,-230.31089881,-230.21352719,Type_2
0065_10,2,1,-230.33251211,-230.32291444,-230.22226643,Type_2
0065_11,2,1,-230.34446467,-230.33943852,-230.24776906,Type_3
0065_12,2,1,-230.32512029,-230.31638885,-230.20771387,Type_2
0065_13,2,1,-230.30167949,-230.29730655,-230.17868979,Type_2
0065_4,2,1,-230.32318394,-230.30831957,-230.18719496,Type_2
0065_5,2,1,-230.32723272,-230.31818445,-230.20327963,Type_1
0065_6,2,1,-230.29693645,-230.29219955,-230.18023628,Type_1
0065_7,2,1,-230.30862552,-230.30409622,-230.19470198,Type_2
0065_8,2,1,-230.30119036,-230.29241897,-230.19230118,Type_2
0065_9,2,1,-230.33051917,-230.31502547,-230.23311115,Type_3
0066_10,2,1,-230.35058545,-230.3463516,-230.25033603,Type_2
0066_11,2,1,-230.33278996,-230.32733073,-230.24933231,Type_1
0066_12,2,1,-230.31138949,-230.30720949,-230.20359079,Type_2
0066_13,2,1,-230.32207478,-230.32073167,-230.19453197,Type_1
0066_6,2,1,-230.31732358,-230.30737481,-230.21591213,Type_3
