idx,cluster
0114_6,0
0149_12,1
0112_16,0
0049_12,0
0171_16,0
0014_3,0
0130_7,0
0157_12,1
0116_4,1
0153_4,1
0080_10,1
0029_3,1
0148_7,1
0173_13,0
0026_12,0
0126_12,0
0155_17,1
0057_5,1
0012_5,1
0082_9,0
0082_15,0
0129_6,0
0162_9,0
0073_4,0
0055_7,0
0017_18,0
0010_11,1
0073_6,0
0144_8,1
0142_19,0
0010_5,0
0129_4,1
0000_14,0
0160_9,0
0155_15,1
0034_4,0
0012_7,0
0173_3,1
0026_10,0
0126_10,0
0148_5,1
0059_8,0
0097_7,1
0080_12,0
0157_10,1
0021_8,0
0130_5,1
0175_5,1
0057_10,1
0099_8,1
0009_4,0
0171_14,0
0071_14,0
0112_14,0
0095_5,0
0177_7,0
0132_7,0
0114_4,0
0040_9,0
0134_10,1
0034_10,0
0061_11,0
0068_5,1
0061_10,0
0034_11,0
0134_11,1
0114_5,0
0049_11,0
0095_4,0
0112_15,0
0149_11,0
0118_8,0
0171_15,0
0124_14,0
0057_11,0
0032_3,0
0021_9,0
0157_11,1
0175_4,1
0064_9,0
0080_13,0
0097_6,1
0059_9,0
0173_10,1
0126_11,0
0026_11,0
0071_5,1
0082_16,0
0000_15,0
0129_5,1
0142_18,0
0144_9,1
0055_4,1
0157_3,1
0017_19,0
0010_10,1
0080_8,1
0074_6,1
0031_6,0
0106_8,0
0143_8,0
0052_5,1
0087_9,1
0104_16,0
0177_13,0
0122_12,0
0041_12,0
0033_4,0
0122_9,0
0098_15,0
0015_7,0
0096_10,0
0169_6,1
0169_13,0
0172_5,1
0063_8,0
0118_13,0
0065_13,0
0149_3,0
0135_7,0
0153_12,1
0170_7,0
0047_9,0
0053_12,0
0084_10,1
0106_13,0
0175_16,0
0049_6,0
0106_12,0
0047_8,0
0053_13,0
0153_13,0
0065_12,0
0090_6,0
0118_12,0
0111_7,1
0154_7,0
0063_9,0
0026_9,0
0137_4,1
0169_12,0
0008_3,1
0096_11,0
0015_6,1
0098_14,0
0122_8,0
0167_8,0
0076_5,1
0177_12,0
0108_6,1
0017_4,1
0143_9,0
0150_3,0
0074_7,1
0031_7,0
0052_6,0
0051_14,0
0120_8,0
0074_5,1
0151_14,0
0104_15,0
0019_9,0
0177_10,1
0089_5,0
0122_11,0
0146_18,0
0098_16,0
0141_9,0
0076_7,0
0117_3,1
0041_11,0
0033_7,1
0014_10,0
0085_8,0
0096_13,0
0078_8,0
0169_5,1
0169_10,0
0154_5,0
0111_5,1
0137_6,1
0172_6,1
0116_15,0
0090_4,1
0139_9,1
0065_10,0
0030_11,1
0053_11,0
0061_9,0
0153_11,1
0170_4,1
0084_13,0
0106_10,0
0158_8,1
0175_15,1
0158_9,1
0049_4,0
0175_14,1
0106_11,0
0084_12,0
0061_8,1
0135_5,0
0053_10,0
0030_10,1
0062_18,0
0065_11,0
0139_8,1
0090_5,0
0137_7,1
0172_7,0
0118_11,1
0000_9,0
0169_11,0
0078_9,0
0085_9,0
0096_12,0
0014_11,0
0076_6,1
0033_6,0
0041_10,0
0104_8,1
0015_5,1
0098_17,1
0141_10,0
0079_14,0
0122_10,0
0089_4,0
0177_11,1
0019_8,0
0108_5,1
0104_14,0
0031_4,0
0151_15,0
0176_3,0
0017_7,1
0094_5,0
0151_11,0
0041_9,0
0069_5,1
0178_8,0
0177_15,0
0174_5,1
0065_8,0
0131_5,1
0020_8,0
0098_13,0
0152_6,0
0098_8,0
0119_9,0
0008_4,1
0067_10,0
0016_10,0
0094_13,0
0116_10,0
0118_15,0
0035_4,0
0124_9,0
0143_11,0
0044_18,0
0139_18,0
0058_8,0
0081_9,0
0084_16,0
0072_6,0
0053_14,0
0037_6,0
0108_10,0
0054_5,0
0153_14,0
0075_10,0
0175_10,0
0175_11,0
0039_8,1
0128_5,0
0011_4,1
0153_15,0
0054_4,0
0072_7,0
0053_15,0
0081_8,0
0106_14,0
0058_9,0
0044_19,0
0056_6,0
0043_10,1
0035_5,0
0118_14,0
0143_10,0
0070_5,0
0116_11,0
0094_12,0
0016_11,0
0067_11,0
0119_8,0
0117_7,1
0076_3,1
0065_9,0
0098_12,0
0020_9,0
0096_6,0
0178_9,0
0177_14,0
0079_11,1
0151_10,0
0104_11,0
0086_12,0
0094_4,0
0094_6,0
0086_10,0
0104_13,0
0074_3,1
0151_12,0
0150_7,0
0067_9,0
0176_4,0
0051_12,0
0079_13,0
0089_3,0
0177_16,0
0069_6,0
0096_4,0
0152_5,1
0043_8,0
0117_5,1
0174_6,0
0169_3,1
0094_10,1
0116_13,0
0083_8,1
0016_13,0
0013_4,1
0056_4,0
0070_7,0
0143_12,0
0111_3,1
0118_16,0
0035_7,0
0149_6,0
0084_15,0
0054_6,0
0153_17,0
0011_6,1
0126_8,0
0037_5,0
0163_8,0
0072_5,0
0049_3,0
0128_7,0
0175_13,0
0175_12,1
0128_6,0
0037_4,0
0053_16,0
0126_9,0
0072_4,1
0163_9,0
0153_16,0
0135_3,1
0011_7,1
0084_14,0
0070_6,0
0035_6,0
0118_17,0
0016_12,0
0083_9,0
0094_11,0
0090_3,1
0131_7,1
0174_7,0
0177_17,0
0108_3,1
0079_12,1
0176_5,0
0067_8,0
0051_13,0
0151_13,0
0104_12,0
0086_11,0
