IC_Spawn,singlet_1,singlet_2
0000_2,-77.73160608,-77.7244175
0000_3,-77.73092317,-77.72341644
0000_4,-77.71077805,-77.70508505
0000_5,-77.67823221,-77.67444249
0002_2,-77.73682009,-77.73635041
0003_2,-77.78706288,-77.78673565
0004_2,-77.71833897,-77.7123761
0004_3,-77.70425059,-77.70282578
0005_2,-77.71999681,-77.71259811
0005_3,-77.79135814,-77.78808898
0005_4,-77.77949117,-77.77592931
0005_5,-77.79833743,-77.79775744
0006_2,-77.71114049,-77.7100387
0006_3,-77.78644659,-77.7864437
0006_4,-77.74012646,-77.73964179
0006_5,-77.72015079,-77.72012499
0006_6,-77.72123595,-77.71526026
0006_7,-77.73562779,-77.73540947
0006_8,-77.74925685,-77.74881394
0007_2,-77.70387885,-77.70128359
0007_3,-77.69033713,-77.68885132
0008_2,-77.70527815,-77.70432769
0008_3,-77.7234878,-77.72112992
0009_2,-77.71450228,-77.70591247
0010_2,-77.69819991,-77.69658831
0011_2,-77.72532908,-77.72528801
0011_3,-77.75622228,-77.7542113
0012_2,-77.70092295,-77.69737394
0012_3,-77.69285584,-77.68828855
0013_10,-77.70275995,-77.70243313
0013_11,-77.69471345,-77.69443
0013_12,-77.69388869,-77.69354789
0013_13,-77.6964043,-77.69609875
0013_14,-77.68728303,-77.68697192
0013_15,-77.70558093,-77.70523808
0013_16,-77.69681245,-77.69648389
0013_17,-77.69287097,-77.69251025
0013_18,-77.69331084,-77.69294959
0013_19,-77.69227666,-77.69197505
0013_2,-77.65570711,-77.65543254
0013_20,-77.69964327,-77.69932046
0013_3,-77.6991219,-77.69880551
0013_4,-77.70303653,-77.70270008
0013_5,-77.69411461,-77.69375799
0013_6,-77.7050844,-77.70473036
0013_7,-77.69131347,-77.69098835
0013_8,-77.70289884,-77.7025941
0013_9,-77.7046936,-77.70439127
0014_2,-77.72343028,-77.72113213
0015_2,-77.71884737,-77.71255137
0015_3,-77.7839206,-77.78342001
0015_4,-77.83286084,-77.83278247
0016_2,-77.71168708,-77.70203015
0016_3,-77.72411587,-77.72240914
0017_2,-77.83747365,-77.83637488
0017_3,-77.73982307,-77.7352613
0018_2,-77.70396254,-77.69931042
0018_3,-77.66553669,-77.65874365
0018_4,-77.67665283,-77.66781524
0019_2,-77.73771929,-77.73318349
0019_3,-77.76656318,-77.76496837
0020_2,-77.77548273,-77.77472871
0020_3,-77.79972509,-77.79865551
0020_4,-77.70357178,-77.69485979
0020_5,-77.75765341,-77.75411466
0021_2,-77.68442277,-77.67764531
0021_3,-77.78000908,-77.77724858
0021_4,-77.79976713,-77.79729428
0022_2,-77.74410398,-77.74009771
0022_3,-77.74511265,-77.73639967
0022_4,-77.79208711,-77.79091462
0022_5,-77.70021806,-77.69529648
0023_2,-77.78003311,-77.76881578
0023_3,-77.70018366,-77.69126119
0023_4,-77.76373203,-77.75373598
0023_5,-77.74635046,-77.74513773
0024_2,-77.70803444,-77.70632033
0025_2,-77.75036667,-77.74922526
0025_3,-77.79389995,-77.78864646
0026_2,-77.68343726,-77.68105809
0026_3,-77.76258484,-77.75567958
0026_4,-77.80933794,-77.80832064
0026_5,-77.81463634,-77.81267949
0027_2,-77.73602382,-77.73072051
0028_2,-77.68935512,-77.68806262
0028_3,-77.70753751,-77.7024107
0029_2,-77.6878781,-77.68190219
0029_3,-77.72876671,-77.72828716
0029_4,-77.81123756,-77.80894216
0030_2,-77.69703189,-77.69500434
0031_2,-77.74331055,-77.73255672
0031_3,-77.7670744,-77.75836149
0031_4,-77.77620948,-77.77356734
0032_2,-77.77540416,-77.76689576
0032_3,-77.74645223,-77.73734577
0032_4,-77.7590526,-77.7548012
0032_5,-77.75412251,-77.75209557
0033_2,-77.68943162,-77.68556132
0033_3,-77.75444101,-77.75319206
0034_2,-77.72951051,-77.72773345
0035_2,-77.71964163,-77.717844
0035_3,-77.72804322,-77.72491087
0035_4,-77.76944462,-77.76869713
0036_2,-77.72864986,-77.72691634
0036_3,-77.76798,-77.76730438
0037_2,-77.67313103,-77.66775172
0037_3,-77.68909119,-77.6868304
0038_2,-77.74488708,-77.74059933
0038_3,-77.81824499,-77.81616786
0039_2,-77.71336513,-77.70853926
0039_3,-77.75175021,-77.74457732
0039_4,-77.7112873,-77.7032721
0040_2,-77.7618661,-77.75577506
0040_3,-77.76543905,-77.76191038
0041_2,-77.70760864,-77.69923786
0041_3,-77.69894408,-77.6974603
0042_2,-77.77912945,-77.76762848
0042_3,-77.70470725,-77.7012234
0042_4,-77.71488849,-77.7071789
0043_2,-77.74832018,-77.74686787
0043_3,-77.75642815,-77.75329898
0044_2,-77.75008993,-77.74507227
0044_3,-77.76744852,-77.76465614
0044_4,-77.76204635,-77.75212403
0044_5,-77.75867734,-77.7515788
0045_2,-77.76157599,-77.76107533
0045_3,-77.73999037,-77.73794299
0046_2,-77.72042967,-77.7123658
0046_3,-77.71746127,-77.71565613
0047_2,-77.69353541,-77.69250933
0047_3,-77.7074901,-77.7026332
0048_2,-77.78812525,-77.7857133
0049_2,-77.70140482,-77.70079168
0049_3,-77.71368509,-77.70744631
0050_2,-77.72500269,-77.7236936
0051_2,-77.7123875,-77.70913875
0052_2,-77.73938056,-77.7293717
0052_3,-77.73844753,-77.73561898
0053_2,-77.71227674,-77.70998286
0054_2,-77.82618198,-77.82353299
0054_3,-77.71995764,-77.71411833
0054_4,-77.85764889,-77.85663206
0055_2,-77.75152327,-77.74438065
0055_3,-77.80362249,-77.80233613
0055_4,-77.77431427,-77.77402848
0056_2,-77.72745797,-77.72163067
0056_3,-77.7743819,-77.76764871
0056_4,-77.69013847,-77.68367753
0056_5,-77.70850134,-77.7016882
0056_6,-77.71696531,-77.71575212
0057_2,-77.73125592,-77.72263428
0057_3,-77.78997175,-77.78128232
0057_4,-77.77512202,-77.77402945
0058_2,-77.72556875,-77.72006724
0058_3,-77.7065061,-77.69978634
0058_4,-77.74465043,-77.74290519
0059_2,-77.69953817,-77.69084992
0059_3,-77.80250911,-77.80069335
0060_2,-77.80154523,-77.80103323
0060_3,-77.79740984,-77.79698741
0061_2,-77.75501037,-77.74956888
0061_3,-77.73167686,-77.73157447
0061_4,-77.74994374,-77.74986194
0061_5,-77.77162699,-77.77156429
0063_2,-77.69378116,-77.68722189
0063_3,-77.75045638,-77.74977198
0063_4,-77.70944424,-77.70646929
0063_5,-77.7873489,-77.7861598
0064_2,-77.71567901,-77.71315342
0064_3,-77.78931456,-77.78572569
0064_4,-77.69644749,-77.69377679
0065_2,-77.76565329,-77.7655605
0066_2,-77.69949506,-77.69109118
0066_3,-77.70222083,-77.69877989
0066_4,-77.76257093,-77.75774884
0067_2,-77.68039636,-77.67792721
0067_3,-77.70100579,-77.69828853
0068_2,-77.70878927,-77.70150725
0068_3,-77.71231202,-77.70961445
0069_2,-77.77748723,-77.77168497
0069_3,-77.76042291,-77.75769712
0070_2,-77.79825756,-77.7962262
0071_2,-77.71086882,-77.7063424
0071_3,-77.70523762,-77.70177943
0071_4,-77.70170223,-77.70046113
0072_2,-77.68598495,-77.68563981
0073_2,-77.79172615,-77.78912231
0073_3,-77.75667774,-77.75428921
0074_2,-77.68555714,-77.68424798
0075_10,-77.7063475,-77.70350806
0075_2,-77.72524024,-77.71712946
0075_3,-77.83992741,-77.83812403
0075_4,-77.79087487,-77.78730183
0075_5,-77.75838355,-77.75616472
0075_6,-77.72149807,-77.7198457
0075_7,-77.6886186,-77.68813739
0075_8,-77.74376168,-77.74325933
0075_9,-77.73219411,-77.73204907
0076_2,-77.70725874,-77.69858308
0076_3,-77.70004086,-77.69933274
0077_2,-77.75543301,-77.74443759
0077_3,-77.74381622,-77.73950726
0077_4,-77.74035393,-77.73295921
0078_2,-77.69896987,-77.69865038
0078_3,-77.728434,-77.72396968
0078_4,-77.72331532,-77.71741814
0078_5,-77.71110805,-77.70844112
0079_2,-77.71450086,-77.71121092
0079_3,-77.7020706,-77.70006529
0080_2,-77.71096805,-77.70879667
0080_3,-77.73290366,-77.73222527
0081_2,-77.74937514,-77.74076527
0081_3,-77.76754165,-77.76619802
0081_4,-77.77354976,-77.77313069
0082_2,-77.69629039,-77.69566037
0083_2,-77.72177469,-77.7128167
0083_3,-77.72064917,-77.71756818
0084_2,-77.72138498,-77.72126658
0084_3,-77.72105529,-77.71991227
0085_2,-77.70821036,-77.70402702
0085_3,-77.71809787,-77.71629674
0086_2,-77.71100554,-77.71023057
0086_3,-77.78038906,-77.77694088
0086_4,-77.7524848,-77.75174531
0087_2,-77.71109794,-77.70223117
0087_3,-77.6912747,-77.6900486
0088_2,-77.70036457,-77.69347742
0088_3,-77.73476317,-77.73263079
0088_4,-77.68532241,-77.68436007
0089_2,-77.71635296,-77.71095557
0089_3,-77.72304834,-77.71359925
0089_4,-77.69365696,-77.69272174
0090_2,-77.75673542,-77.75248902
0090_3,-77.80098555,-77.79659264
0091_2,-77.75389205,-77.7511496
0091_3,-77.73604745,-77.73344161
0091_4,-77.69052736,-77.68816036
0092_2,-77.79258479,-77.79172628
0092_3,-77.76837292,-77.76550264
0093_2,-77.67162276,-77.6694398
0094_2,-77.69869311,-77.68775327
0094_3,-77.76745455,-77.76593372
0095_2,-77.74646801,-77.74632124
0095_3,-77.75327624,-77.7528365
0095_4,-77.76139582,-77.75786821
0095_5,-77.80305201,-77.80112747
0095_6,-77.8161373,-77.81575922
0095_7,-77.76060095,-77.76024744
0096_2,-77.79858914,-77.79692012
0097_2,-77.78858789,-77.78689195
0097_3,-77.79544543,-77.78724417
0097_4,-77.77231114,-77.76595655
0097_5,-77.74066309,-77.73984372
0098_2,-77.76318597,-77.75776422
0098_3,-77.77404244,-77.77184696
0099_2,-77.7176403,-77.71044064
0099_3,-77.73868261,-77.73491183
0100_2,-77.77618979,-77.77495749
0100_3,-77.7212085,-77.72084207
0100_4,-77.71834918,-77.71766804
0101_2,-77.78449983,-77.78005639
0101_3,-77.74366145,-77.74191566
0102_2,-77.72288517,-77.71436395
0102_3,-77.70772634,-77.69756063
0102_4,-77.75421401,-77.746588
0102_5,-77.76228738,-77.76079753
0103_2,-77.6933637,-77.68917815
0103_3,-77.70445119,-77.69532852
0103_4,-77.73321023,-77.72996207
0103_5,-77.80011003,-77.79887845
0104_2,-77.75670192,-77.74674777
0104_3,-77.73435249,-77.72617627
0104_4,-77.73852128,-77.73832871
0105_2,-77.71158417,-77.70960137
0106_2,-77.76541821,-77.75962846
0106_3,-77.78756994,-77.78202939
0106_4,-77.80891277,-77.80653018
0107_2,-77.7538127,-77.74328391
0107_3,-77.73315463,-77.72822833
0107_4,-77.75320809,-77.75073772
0108_2,-77.70752186,-77.69883268
0108_3,-77.71191823,-77.70426233
0108_4,-77.72119069,-77.71833607
0108_5,-77.68783165,-77.68674458
0109_2,-77.79073405,-77.78830461
0110_2,-77.73356855,-77.72267568
0110_3,-77.76825359,-77.76785418
0110_4,-77.76899985,-77.76791095
0110_5,-77.78434179,-77.783656
0111_2,-77.77153618,-77.77017192
0112_2,-77.71995218,-77.71705653
0112_3,-77.72045229,-77.71841738
0113_2,-77.75971376,-77.75410183
0113_3,-77.79443178,-77.79379267
0114_2,-77.68104993,-77.68047734
0115_2,-77.68869925,-77.68157066
0115_3,-77.71105074,-77.70594451
0115_4,-77.77309858,-77.77082086
0116_2,-77.7579193,-77.75112054
0116_3,-77.77776042,-77.77444363
0117_2,-77.74519127,-77.74267099
0117_3,-77.8092072,-77.80766939
0117_4,-77.77543122,-77.76916428
0118_2,-77.70169477,-77.69718532
0118_3,-77.69762906,-77.69354257
0118_4,-77.71162427,-77.70329975
0118_5,-77.69983342,-77.69833195
0119_2,-77.76405536,-77.76247898
0119_3,-77.72931688,-77.72777455
0120_2,-77.74882283,-77.74793209
0120_3,-77.81123191,-77.81035177
0120_4,-77.75052849,-77.75038357
0121_2,-77.82447883,-77.82357668
0121_3,-77.84549708,-77.84335873
0122_2,-77.83137009,-77.83120307
0122_3,-77.78280356,-77.78050662
0122_4,-77.79792386,-77.79687535
0123_2,-77.75795851,-77.75292583
0123_3,-77.74077495,-77.73317916
0123_4,-77.71736721,-77.71669049
0124_2,-77.72951039,-77.72884704
0124_3,-77.72398067,-77.72371755
0124_4,-77.79265521,-77.79003421
0125_2,-77.76858026,-77.76824763
0125_3,-77.74749818,-77.74609125
0125_4,-77.71130011,-77.70820028
0125_5,-77.72094028,-77.72079974
0125_6,-77.76653273,-77.76586996
0126_2,-77.81303973,-77.81290558
0126_3,-77.74461264,-77.74275996
0127_2,-77.66714575,-77.66154145
0127_3,-77.651341,-77.6439709
0127_4,-77.76343224,-77.76321164
0128_2,-77.71182416,-77.70631081
0128_3,-77.69711568,-77.69522909
0128_4,-77.69615436,-77.68929672
0129_2,-77.71023328,-77.70170569
0129_3,-77.71413522,-77.70949896
0129_4,-77.64554592,-77.64276521
0129_5,-77.76216372,-77.75585324
0130_2,-77.73988644,-77.73856158
0131_2,-77.68522043,-77.68106398
0131_3,-77.76238638,-77.75884981
0132_2,-77.78544105,-77.78070251
0132_3,-77.78443548,-77.78335885
0132_4,-77.73806739,-77.73118196
0133_2,-77.7200705,-77.71032216
0133_3,-77.70400148,-77.69437754
0133_4,-77.69582191,-77.68507068
0133_5,-77.70508111,-77.70281335
0134_2,-77.76469681,-77.7614624
0134_3,-77.74873506,-77.74677628
0135_2,-77.7769919,-77.77388565
0136_2,-77.73080799,-77.72563194
0136_3,-77.72059794,-77.71881562
0136_4,-77.75399966,-77.7532579
0137_2,-77.68953315,-77.68311748
0138_2,-77.68843079,-77.68561998
0139_2,-77.7507899,-77.74791305
0139_3,-77.78999798,-77.78666593
0140_2,-77.70726327,-77.7057651
0141_2,-77.71831824,-77.71063187
0141_3,-77.67565697,-77.67467023
0142_2,-77.7618437,-77.75458909
0142_3,-77.73044744,-77.7226605
0142_4,-77.7549148,-77.75119403
0142_5,-77.82712177,-77.82703497
0143_2,-77.75516524,-77.74892146
0143_3,-77.75830521,-77.75172991
0143_4,-77.7323124,-77.72894345
0144_2,-77.74008199,-77.73923102
0144_3,-77.7337976,-77.73293892
0144_4,-77.79243201,-77.79203578
0146_2,-77.72946842,-77.72448712
0146_3,-77.74489411,-77.7379667
0146_4,-77.70389359,-77.70353211
0146_5,-77.69868692,-77.6984555
0146_6,-77.69311767,-77.69283171
0146_7,-77.69545727,-77.69517899
0146_8,-77.69063405,-77.69047382
0146_9,-77.69338334,-77.69331509
0147_2,-77.77062909,-77.76905621
0147_3,-77.72166613,-77.71853577
0148_2,-77.72610419,-77.71714442
0148_3,-77.81110155,-77.80443449
0148_4,-77.71894508,-77.71192237
0148_5,-77.76889621,-77.76352038
0149_2,-77.70146027,-77.69299335
0149_3,-77.68692768,-77.67541244
0149_4,-77.77682143,-77.77647845
0150_2,-77.82775761,-77.82718031
0151_2,-77.73556202,-77.72772404
0151_3,-77.82584973,-77.82553946
0151_4,-77.79143542,-77.78279163
0151_5,-77.75850403,-77.7571739
0151_6,-77.77845808,-77.77775236
0151_7,-77.79358796,-77.7934274
0151_8,-77.74278531,-77.74002466
0152_2,-77.69867691,-77.69712143
0153_2,-77.78802943,-77.78176245
0153_3,-77.79217838,-77.79159515
0153_4,-77.80952698,-77.80923749
0154_2,-77.77904596,-77.77795274
0155_2,-77.74540887,-77.73642592
0155_3,-77.71399148,-77.70367004
0155_4,-77.70887117,-77.70388431
0156_2,-77.70828548,-77.70641469
0157_2,-77.69764504,-77.69565429
0157_3,-77.67197495,-77.67001723
0158_2,-77.66005377,-77.65932671
0158_3,-77.69816124,-77.69345173
0158_4,-77.73396328,-77.72872801
0159_2,-77.72597378,-77.72485054
0159_3,-77.76306574,-77.76027906
0159_4,-77.75040084,-77.74902068
0160_2,-77.75757972,-77.7486773
0160_3,-77.66789237,-77.66466917
0161_2,-77.783682,-77.77979956
0161_3,-77.70148714,-77.69910988
0162_2,-77.69726787,-77.69534525
0163_2,-77.76756498,-77.76476098
0163_3,-77.7850892,-77.78460918
0164_2,-77.75178093,-77.74923831
0164_3,-77.76602952,-77.76000106
0165_2,-77.71040453,-77.70725651
0165_3,-77.75809319,-77.75780873
0166_2,-77.78232854,-77.77982391
0166_3,-77.80840102,-77.80593597
0166_4,-77.750797,-77.74877362
0167_2,-77.76572173,-77.76335027
0168_2,-77.79333996,-77.7931376
0168_3,-77.74804764,-77.74560768
0168_4,-77.75180919,-77.75042051
0169_2,-77.72712856,-77.72607569
0169_3,-77.76855513,-77.76721293
0170_2,-77.74649662,-77.74307421
0170_3,-77.76960731,-77.76652135
0171_2,-77.80140745,-77.80062144
0171_3,-77.72702179,-77.72233278
0171_4,-77.77663694,-77.77594992
0172_2,-77.70363531,-77.70017125
0172_3,-77.79081733,-77.78833717
0173_2,-77.79407094,-77.7898285
0173_3,-77.76264512,-77.75395758
0174_2,-77.79532215,-77.79392238
0174_3,-77.7449352,-77.74387978
0174_4,-77.71450848,-77.71394363
0175_2,-77.71910433,-77.71581718
0175_3,-77.73300115,-77.73285179
0176_2,-77.81448302,-77.8110967
0176_3,-77.79077271,-77.78810252
0177_2,-77.70153921,-77.6924141
0177_3,-77.68217285,-77.67191031
0177_4,-77.7843125,-77.78272071
0177_5,-77.77110984,-77.77057913
0177_6,-77.72396387,-77.72133705
0178_2,-77.78488623,-77.78424967
0178_3,-77.73013276,-77.72965547
0179_2,-77.69134098,-77.68929404
0180_2,-77.71983123,-77.71089642
0180_3,-77.8142605,-77.8138274
0180_4,-77.76173672,-77.76149752
0181_2,-77.71147588,-77.70456988
0181_3,-77.69923602,-77.6895794
0181_4,-77.69072209,-77.68711936
0182_2,-77.76905693,-77.76157302
0182_3,-77.73122432,-77.72960985
0183_2,-77.71134082,-77.70831806
0183_3,-77.70760458,-77.70501382
0184_2,-77.69488541,-77.69339808
0186_2,-77.70109228,-77.69487764
0186_3,-77.69878156,-77.69347753
0186_4,-77.68969363,-77.68615141
0187_2,-77.76704146,-77.76490139
0187_3,-77.78932023,-77.78853922
0187_4,-77.80580567,-77.80557441
0187_5,-77.74165103,-77.74154723
0188_2,-77.69765589,-77.68992388
0188_3,-77.73471687,-77.72491182
0188_4,-77.73127402,-77.72811919
0189_2,-77.72161754,-77.71826176
0189_3,-77.70820308,-77.70754742
0190_2,-77.70864085,-77.70789487
0190_3,-77.75626797,-77.75216674
0190_4,-77.83348936,-77.83326602
0191_2,-77.73615524,-77.73562833
0191_3,-77.81016773,-77.80846499
0191_4,-77.76052488,-77.75798785
0192_2,-77.77128019,-77.77124189
0192_3,-77.83688105,-77.83602631
0192_4,-77.74010623,-77.739724
0192_5,-77.7202769,-77.71482996
0192_6,-77.78896759,-77.78668346
0193_2,-77.78922335,-77.78594408
0193_3,-77.71754199,-77.71721794
0194_2,-77.68574462,-77.68423351
0194_3,-77.69007977,-77.68579806
0194_4,-77.69694384,-77.6953154
0194_5,-77.73611672,-77.72954564
0195_2,-77.71127076,-77.6992135
0195_3,-77.71464522,-77.70526906
0195_4,-77.74069032,-77.73494233
0195_5,-77.78710359,-77.78261198
0196_2,-77.77928463,-77.77830631
0196_3,-77.76653448,-77.76522768
0197_2,-77.76645823,-77.7593844
0197_3,-77.75710827,-77.75447963
0197_4,-77.85336582,-77.85308802
0197_5,-77.74840082,-77.74746586
0198_2,-77.71389454,-77.71009324
0198_3,-77.68692543,-77.68059398
0198_4,-77.70608377,-77.69588868
0199_2,-77.72789642,-77.72638
0200_2,-77.73505634,-77.73269195
0201_2,-77.68796901,-77.68301533
0201_3,-77.70216751,-77.70053486
0203_2,-77.72352565,-77.71350404
0203_3,-77.70233894,-77.69281974
0203_4,-77.7234676,-77.72193997
0204_2,-77.80145572,-77.79979094
0204_3,-77.84934432,-77.84928706
0205_2,-77.72240998,-77.69149786
0205_3,-77.69479456,-77.69375291
0206_2,-77.70769672,-77.69822981
0206_3,-77.7083579,-77.70745064
0207_2,-77.74606162,-77.73914613
0207_3,-77.7086376,-77.70780383
0208_2,-77.77770974,-77.77643024
0208_3,-77.79492146,-77.79470504
0208_4,-77.76879938,-77.76770962
0208_5,-77.79060641,-77.78967882
0208_6,-77.77636074,-77.77527045
0208_7,-77.72940094,-77.72702745
0209_2,-77.76238756,-77.76069441
0210_2,-77.74375327,-77.74364964
0210_3,-77.77987952,-77.77851938
0210_4,-77.70069086,-77.69712535
0211_2,-77.70357386,-77.69460385
0211_3,-77.70675236,-77.70059244
0211_4,-77.71157164,-77.70324085
0211_5,-77.72141233,-77.72017276
0212_2,-77.73582767,-77.73313954
0212_3,-77.71392779,-77.70818296
0213_2,-77.79135596,-77.7902487
0213_3,-77.78034474,-77.77901137
0214_2,-77.78686468,-77.78672854
0214_3,-77.8171669,-77.8155663
0214_4,-77.72847498,-77.71860968
0215_2,-77.71460773,-77.71065292
0215_3,-77.75806156,-77.74964881
0215_4,-77.73857639,-77.73696715
0216_2,-77.75005961,-77.74959255
0217_2,-77.79248835,-77.79162153
0218_2,-77.70765075,-77.70611425
0219_2,-77.76193919,-77.75626027
0219_3,-77.78204167,-77.78065191
0220_2,-77.7305722,-77.72048348
0220_3,-77.74730209,-77.7464725
0221_2,-77.72387254,-77.7222832
0222_2,-77.75295043,-77.7527382
0222_3,-77.75529671,-77.75133746
0222_4,-77.74846567,-77.74836206
0222_5,-77.70249341,-77.70078662
0223_2,-77.74952206,-77.74787351
0224_2,-77.71797385,-77.70803418
0224_3,-77.84115075,-77.84064613
0224_4,-77.78583124,-77.78511662
0225_2,-77.72782679,-77.72640576
0225_3,-77.80679093,-77.80601612
0226_2,-77.71876353,-77.71282371
0226_3,-77.80337712,-77.80114612
0227_2,-77.71516309,-77.70868808
0227_3,-77.73010581,-77.72995427
0228_2,-77.71931523,-77.70879679
0228_3,-77.76340419,-77.76310236
0228_4,-77.7627476,-77.75800762
0228_5,-77.77799699,-77.77709804
0228_6,-77.7687749,-77.76744353
0229_2,-77.70210159,-77.6957836
0229_3,-77.71594008,-77.713521
0230_2,-77.70926249,-77.70737202
0230_3,-77.69092755,-77.68905105
0231_2,-77.80746499,-77.80139681
0231_3,-77.75852996,-77.74841008
0231_4,-77.77640978,-77.77432652
0232_2,-77.69284896,-77.68426546
0232_3,-77.69634419,-77.69208679
0232_4,-77.6978756,-77.68861208
0233_2,-77.77748958,-77.77722479
0233_3,-77.74550859,-77.74420761
0233_4,-77.7915841,-77.79057712
0233_5,-77.72544087,-77.72309955
0234_2,-77.75943719,-77.75552311
0234_3,-77.80580348,-77.80483269
0234_4,-77.74517202,-77.74066763
0234_5,-77.83862424,-77.83743019
0235_2,-77.68147255,-77.68061065
0235_3,-77.70487861,-77.69830513
0235_4,-77.77547472,-77.77101556
0236_2,-77.69329868,-77.69031539
0237_2,-77.75537709,-77.75263029
0238_2,-77.69601123,-77.69403898
0238_3,-77.70239625,-77.69792437
0239_2,-77.6897765,-77.6805049
0239_3,-77.69582302,-77.68754794
0239_4,-77.73782415,-77.73407954
0239_5,-77.74083803,-77.7392008
0240_2,-77.68377195,-77.67904475
0240_3,-77.72102254,-77.7208101
0240_4,-77.76295143,-77.76091765
0241_2,-77.7478264,-77.74476606
0241_3,-77.73157783,-77.7242192
0241_4,-77.79817368,-77.78773327
0241_5,-77.76617484,-77.76548682
0242_2,-77.74110869,-77.73337562
0242_3,-77.73343704,-77.73078158
0243_2,-77.71877533,-77.7170864
0244_2,-77.77140757,-77.77074528
0244_3,-77.7615808,-77.76124504
0245_2,-77.75775302,-77.74816868
0245_3,-77.75172176,-77.75107779
0245_4,-77.79446184,-77.79363519
0245_5,-77.78595563,-77.78423855
0245_6,-77.79974894,-77.79869374
0246_2,-77.74706589,-77.74364295
0246_3,-77.74756292,-77.74385976
0247_2,-77.71962702,-77.71694304
0247_3,-77.74937761,-77.74242292
0247_4,-77.74577055,-77.74517333
0248_2,-77.69385717,-77.6846164
0248_3,-77.7538964,-77.74608494
0248_4,-77.71984682,-77.71938695
0249_2,-77.731055,-77.73061387
0249_3,-77.71470603,-77.71372103
0249_4,-77.75065572,-77.74138393
0249_5,-77.71801446,-77.70945194
0249_6,-77.76783758,-77.76199805
0250_2,-77.73834416,-77.73390894
0250_3,-77.73786865,-77.73429969
0251_2,-77.77570079,-77.7749348
0251_3,-77.71386634,-77.70670992
0251_4,-77.71727863,-77.71667895
0252_2,-77.71979412,-77.71060798
0252_3,-77.79076273,-77.78798452
0253_2,-77.67918386,-77.67855265
0253_3,-77.66350502,-77.65325101
0254_2,-77.71772387,-77.71217852
0254_3,-77.72220656,-77.71234396
0254_4,-77.74439059,-77.73888649
0255_2,-77.78315459,-77.77861235
0256_2,-77.71767467,-77.71334329
0256_3,-77.72441198,-77.72387597
0256_4,-77.72338329,-77.69451457
0256_5,-77.69295507,-77.69145124
0257_2,-77.82811523,-77.82755637
0257_3,-77.76063019,-77.75773356
0257_4,-77.73035201,-77.72968501
0257_5,-77.77503348,-77.77416181
0258_2,-77.71853896,-77.71520443
0258_3,-77.70847666,-77.70242572
0259_2,-77.71357222,-77.71043565
0259_3,-77.69718965,-77.69251714
0260_2,-77.76961994,-77.76360482
0260_3,-77.73311896,-77.73181315
0261_2,-77.68233158,-77.67516942
0261_3,-77.66595389,-77.66252308
0262_2,-77.70032614,-77.69486529
0262_3,-77.69380222,-77.68686559
0262_4,-77.70402317,-77.699207
0263_2,-77.80511672,-77.80479988
0263_3,-77.81137659,-77.81122826
0263_4,-77.77044859,-77.77025494
0263_5,-77.80696013,-77.80622835
0263_6,-77.82099712,-77.82072823
0263_7,-77.7753965,-77.77171615
0263_8,-77.81489862,-77.81445539
0263_9,-77.80922729,-77.8092164
0264_2,-77.75706678,-77.7532822
0264_3,-77.76013472,-77.75841255
0265_2,-77.72555519,-77.71795152
0265_3,-77.77174777,-77.76721194
0266_2,-77.70871099,-77.7069695
0266_3,-77.75806801,-77.74963245
0267_2,-77.7174893,-77.71676391
0267_3,-77.67520738,-77.67511323
0267_4,-77.78406954,-77.78399309
0267_5,-77.75525527,-77.75154298
0268_2,-77.74571512,-77.73547346
0268_3,-77.76229753,-77.76213659
0268_4,-77.79692184,-77.79580439
0268_5,-77.76176029,-77.7611187
0268_6,-77.81090399,-77.81053153
0269_2,-77.72260732,-77.71875588
0269_3,-77.77493501,-77.77011981
0270_2,-77.74283172,-77.74143788
0271_2,-77.72919637,-77.7265344
0271_3,-77.72925681,-77.72756405
0272_2,-77.7001164,-77.69387638
0272_3,-77.70293751,-77.69887715
0273_2,-77.74273524,-77.7355965
0273_3,-77.82671491,-77.82645633
0273_4,-77.79641002,-77.79560847
0273_5,-77.80669184,-77.80554334
0273_6,-77.79912159,-77.79898716
0273_7,-77.76810188,-77.76257371
0274_2,-77.74665891,-77.74561828
0275_2,-77.78298015,-77.77456116
0275_3,-77.77935276,-77.76765725
0275_4,-77.806842,-77.79879892
0275_5,-77.72237289,-77.72017217
0275_6,-77.75921254,-77.75357677
0276_2,-77.7919812,-77.78473862
0276_3,-77.80377548,-77.7960495
0276_4,-77.77166296,-77.77130776
0277_2,-77.75983539,-77.75885084
0277_3,-77.77041964,-77.76987322
0278_2,-77.75062103,-77.7419676
0278_3,-77.79922469,-77.79591265
0279_2,-77.69946747,-77.69712263
0279_3,-77.84940656,-77.84660116
0280_2,-77.77957513,-77.77101898
0280_3,-77.75892267,-77.75477244
0280_4,-77.78112752,-77.77617029
0281_2,-77.68927023,-77.68570578
0281_3,-77.69584743,-77.68191847
0281_4,-77.72143506,-77.71291367
0281_5,-77.72435526,-77.72146504
0283_2,-77.71082242,-77.71015566
0283_3,-77.7151365,-77.71302531
0284_2,-77.71260784,-77.71089995
0285_2,-77.8491769,-77.84831453
0285_3,-77.83145698,-77.82927058
0285_4,-77.74721289,-77.74617635
0287_2,-77.70503678,-77.70434659
0287_3,-77.7678657,-77.76015255
0287_4,-77.62809531,-77.62612621
